Date,PM2.5,PM10,NO2,SO2,CO,Ozone,Humidity(%),dewpoint_2m (°C),Rainfall (mm),windspeed (kmph),winddirection_100m (°),temp,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NOx_SubIndex,CO_SubIndex,O3_SubIndex,AQI,min_temp,max_temp
17-11-2021,14.31,41.63,15.35,4.75,0.45,9.73,85.08333333,21.09166667,0.0625,19.61666667,119,5.5,23.85,41.63,5.9375,19.1875,22.5,9.73,42,21.8,27.3
18-11-2021,36.02,81.62,26.33,7.62,0.6,10.61,87.08333333,20.925,0.0875,11.85416667,91.70833333,5.8,60.03333333,81.62,9.525,32.9125,30,10.61,82,20.5,26.3
19-11-2021,14.39,38,13.25,4.77,0.38,9.67,88.79166667,20.96666667,0.0875,19.15833333,83.45833333,4.3,23.98333333,38,5.9625,16.5625,19,9.67,38,21.8,26.1
20-11-2021,7.25,16.52,12.72,5.31,0.18,9.19,89.83333333,21.35416667,0.058333333,25.75,110.4583333,4.5,12.08333333,16.52,6.6375,15.9,9,9.19,17,21.7,26.2
21-11-2021,7,15.25,12.72,5.23,0.47,8.01,89.75,21.3625,0.066666667,22.89166667,122.5833333,4.9,11.66666667,15.25,6.5375,15.9,23.5,8.01,24,21.6,26.5
22-11-2021,16.96,54.05,19.95,4.88,0.56,10.06,83.125,21.02083333,0.016666667,11.3,124.125,6.2,28.26666667,54.05,6.1,24.9375,28,10.06,54,21.9,28.1
23-11-2021,29.42,75.2,29.4,8.27,0.73,11.36,79.54166667,20.78333333,0.008333333,9.5875,124.625,7.8,49.03333333,75.2,10.3375,36.75,36.5,11.36,75,21.3,29.1
24-11-2021,40.26,74.28,23.02,8.48,0.51,12.98,80.45833333,20.575,0.004166667,12.175,94.375,8.2,67.1,74.28,10.6,28.775,25.5,12.98,74,20.7,28.9
25-11-2021,54.35,113.46,25.84,10.78,0.67,17.41,76,18.55416667,0,11.2625,88.54166667,9.6,90.58333333,108.9733333,13.475,32.3,33.5,17.41,109,19.2,28.8
26-11-2021,61.7,126.78,28.56,10.33,0.41,17.32,64.875,15.72083333,0,13.14166667,66.625,10.6,105.6666667,117.8533333,12.9125,35.7,20.5,17.32,118,18,28.6
27-11-2021,59.25,113.18,22.33,10.69,0.51,15.47,66.83333333,15.2875,0,15.35416667,59.45833333,10.4,98.75,108.7866667,13.3625,27.9125,25.5,15.47,109,16.8,27.2
28-11-2021,63.47,95.22,16.5,9.7,0.52,14.04,69.375,15.75,0,16.6,78.95833333,8.8,111.5666667,95.22,12.125,20.625,26,14.04,112,17.4,26.2
29-11-2021,74,111.16,16.94,9.85,0.5,15.16,79.54166667,18.15833333,0.008333333,12.90833333,90.04166667,3.4,146.6666667,107.44,12.3125,21.175,25,15.16,147,20.2,23.6
30-11-2021,64.85,121.49,27.41,13.54,0.56,13.75,75.20833333,18.24166667,0,13.0375,88.33333333,7.9,116.1666667,114.3266667,16.925,34.2625,28,13.75,116,19.5,27.4
12-01-2021,70.38,136.24,23.29,10.49,0.75,18.35,76.5,17.95833333,0,14.34166667,119.4166667,8.7,134.6,124.16,13.1125,29.1125,37.5,18.35,135,18.4,27.1
12-02-2021,78.66,144.96,22.75,6.65,0.78,20.51,74.54166667,17.47916667,0,15.8,145.1666667,8.4,162.2,129.9733333,8.3125,28.4375,39,20.51,162,19.2,27.6
12-03-2021,79.22,156.43,21.24,9.94,0.64,19.28,68.29166667,16.44583333,0,12.4125,104.5833333,9.6,164.0666667,137.62,12.425,26.55,32,19.28,164,18.4,28
12-04-2021,73.89,152.09,21.31,15.07,0.69,18.76,63.70833333,15.76666667,0,13.74166667,85.5,10.1,146.3,134.7266667,18.8375,26.6375,34.5,18.76,146,18.8,28.9
12-05-2021,68.13,132.88,26.5,22.49,0.71,16.83,58.875,14.6375,0,15.21666667,99.58333333,10.9,127.1,121.92,28.1125,33.125,35.5,16.83,127,18.3,29.2
12-06-2021,46.89,101.51,18.7,9.43,0.48,13.34,61.16666667,14.71666667,0,15.44166667,72.375,11.7,78.15,101.0066667,11.7875,23.375,24,13.34,101,17.3,29
12-07-2021,47.47,86.2,19.87,10.47,0.52,13.7,60.41666667,15.22916667,0,17.5375,55.58333333,9.1,79.11666667,86.2,13.0875,24.8375,26,13.7,86,19.7,28.8
12-08-2021,61.05,106.12,21.7,11.29,0.59,14.31,64.70833333,15.9,0,17.40833333,83.375,9.2,103.5,104.08,14.1125,27.125,29.5,14.31,104,19.1,28.3
12-09-2021,49.58,92.78,19.11,7.5,0.44,12.71,70.04166667,17.85833333,0,13.13333333,105.5833333,6.3,82.63333333,92.78,9.375,23.8875,22,12.71,93,21.1,27.4
12-10-2021,40.27,76.69,19.81,6.3,0.49,8.8,78.66666667,18.84583333,0.029166667,14.45833333,103.75,5.6,67.11666667,76.69,7.875,24.7625,24.5,8.8,77,20.4,26
12-11-2021,56.67,95.21,17.25,8.24,0.52,6.11,71.66666667,17.52916667,0,15.32916667,85.04166667,8.9,94.45,95.21,10.3,21.5625,26,6.11,95,19.2,28.1
12-12-2021,65.67,109,18.06,9.73,0.59,1.7,64.16666667,15.25416667,0,16.13333333,71.25,8.9,118.9,106,12.1625,22.575,29.5,1.7,119,19,27.9
13-12-2021,65.23,115.57,25.68,11.3,0.59,3.82,75.20833333,16.95833333,0,12.22916667,90.95833333,8.5,117.4333333,110.38,14.125,32.1,29.5,3.82,117,17.8,26.3
14-12-2021,75.13,135.37,28.09,8.55,0.81,3.7,74.70833333,16.67083333,0,10.79166667,104.5416667,8.7,150.4333333,123.58,10.6875,35.1125,40.5,3.7,150,17.2,25.9
15-12-2021,74.91,142.96,26.9,13.36,0.58,2.83,60.75,12.65,0,14.25,59.20833333,9.7,149.7,128.64,16.7,33.625,29,2.83,150,16.9,26.6
16-12-2021,68.93,135.14,23.29,11.53,0.48,1.83,51.875,9.504166667,0,14.10416667,52.125,12.9,129.7666667,123.4266667,14.4125,29.1125,24,1.83,130,14.1,27
17-12-2021,69.58,136.32,24.32,12.86,0.72,3.09,50.45833333,8.770833333,0,13.61666667,40.41666667,13.5,131.9333333,124.2133333,16.075,30.4,36,3.09,132,13.4,26.9
18-12-2021,68.46,126.35,20.33,11.77,0.77,3.17,49.58333333,7.808333333,0,17.45,37.66666667,13.8,128.2,117.5666667,14.7125,25.4125,38.5,3.17,128,13,26.8
19-12-2021,76.74,139.88,23.49,15.42,0.7,5.49,58.5,10.72916667,0,15.8875,53.33333333,12.2,155.8,126.5866667,19.275,29.3625,35,5.49,156,13.9,26.1
20-12-2021,75.02,148.77,30.29,17.75,0.73,3.79,57.66666667,9.7,0,13.24583333,46.33333333,12.8,150.0666667,132.5133333,22.1875,37.8625,36.5,3.79,150,12.9,25.7
21-12-2021,67.33,138.85,43.54,21.31,0.82,4.79,44.20833333,6.233333333,0,11.1,121.875,12.8,124.4333333,125.9,26.6375,54.425,41,4.79,126,13.3,26.1
22-12-2021,64.94,147.47,56.65,14.69,1.2,15.19,40,5.716666667,0,9.420833333,58.375,11.5,116.4666667,131.6466667,18.3625,70.8125,60,15.19,132,15.5,27
23-12-2021,74.09,162.87,62.69,13.66,1.32,25.46,43.25,7.529166667,0,9.216666667,155.625,12.7,146.9666667,141.9133333,17.075,78.3625,66,25.46,147,15.4,28.1
24-12-2021,73.84,145.13,46.89,8.9,0.96,26.16,51.45833333,10.35833333,0,13.12083333,170.3333333,14.8,146.1333333,130.0866667,11.125,58.6125,48,26.16,146,14.1,28.9
25-12-2021,79.14,153.68,41.32,12.81,0.97,23.84,55.75,12.12083333,0,12.2875,207.7916667,13.8,163.8,135.7866667,16.0125,51.65,48.5,23.84,164,15.6,29.4
26-12-2021,76.49,150.06,29.14,8.97,0.84,19.56,64.41666667,14.5,0,12.0125,162.125,13.7,154.9666667,133.3733333,11.2125,36.425,42,19.56,155,15.4,29.1
27-12-2021,74.46,111.8,18.26,5.9,0.63,19.45,69.33333333,15.98333333,0,17.22916667,136.5416667,9.8,148.2,107.8666667,7.375,22.825,31.5,19.45,148,17.6,27.4
28-12-2021,62.2,99.15,22.64,6.46,0.64,17.43,65.95833333,14.62916667,0,19.425,142.4166667,10.5,107.3333333,99.15,8.075,28.3,32,17.43,107,17.1,27.6
29-12-2021,49.59,88.1,21.9,5.74,0.68,15.96,63.45833333,13.86666667,0,18.45416667,140.9166667,10.7,82.65,88.1,7.175,27.375,34,15.96,88,16.6,27.3
30-12-2021,56.38,100.99,24.67,5.07,0.6,13.8,72.625,15.64583333,0.004166667,19.87083333,107.5833333,8.4,93.96666667,100.66,6.3375,30.8375,30,13.8,101,17.8,26.2
31-12-2021,61.18,99.62,19.73,5.85,0.6,15.88,68.79166667,15.09583333,0,16.6375,99.54166667,10.4,103.9333333,99.62,7.3125,24.6625,30,15.88,104,16.6,27
01-01-2022,65.96,97.06,17.12,6.36,0.6,16,65.875,14.69166667,0,16.14166667,200.3333333,9.9,119.8666667,97.06,7.95,21.4,30,16,120,17,26.9
01-02-2022,69.49,111.81,19.22,5.66,0.71,16.06,67.58333333,15.02083333,0,14.27916667,190.7083333,9.5,131.6333333,107.8733333,7.075,24.025,35.5,16.06,132,17.1,26.6
01-03-2022,64.05,119.31,22.01,6.64,0.66,15.39,62.04166667,12.7125,0,12.58333333,154.5,12.3,113.5,112.8733333,8.3,27.5125,33,15.39,113,14.9,27.2
01-04-2022,68.93,124.74,20.28,6.82,0.6,17.73,61.79166667,12.25833333,0,14.23333333,151.7083333,13.1,129.7666667,116.4933333,8.525,25.35,30,17.73,130,14.1,27.2
01-05-2022,76.48,128.44,20.02,6.73,0.51,19.73,67.45833333,13.875,0,15.74166667,307.25,11.9,154.9333333,118.96,8.4125,25.025,25.5,19.73,155,15.2,27.1
01-06-2022,58.51,102.64,20.08,5.96,0.66,16.99,65.08333333,13.47083333,0,18.57083333,316.9583333,11.7,97.51666667,101.76,7.45,25.1,33,16.99,102,15.5,27.2
01-07-2022,40.9,76.76,13.16,5.81,0.49,15.29,65.33333333,14,0,19.94166667,313.4166667,10.5,68.16666667,76.76,7.2625,16.45,24.5,15.29,77,16.4,26.9
01-08-2022,30.39,61.83,9.14,4.85,0.44,13.13,68.66666667,15.6,0,22.82083333,299.0833333,9.5,50.65,61.83,6.0625,11.425,22,13.13,62,17.6,27.1
01-09-2022,32.8,66.67,11.29,5.9,0.41,11.84,69.54166667,15.9375,0,17.8375,278.6666667,9.2,54.66666667,66.67,7.375,14.1125,20.5,11.84,67,18,27.2
01-10-2022,37.24,75.98,10.34,4.69,0.41,11.54,74.875,17.04583333,0.0875,15.4375,272.25,7.6,62.06666667,75.98,5.8625,12.925,20.5,11.54,76,18.5,26.1
01-11-2022,35,74.18,9.06,15.21,0.33,11.51,76.70833333,17.16666667,0.058333333,17.9125,292.4166667,7.9,58.33333333,74.18,19.0125,11.325,16.5,11.51,74,18.6,26.5
01-12-2022,38.66,59.53,9.84,6.24,0.57,8.71,81.83333333,18.02083333,0.05,16.1875,277.3333333,8,64.43333333,59.53,7.8,12.3,28.5,8.71,64,18.3,26.3
13-01-2022,29.95,47.72,5.74,5.28,0.4,10.43,89.75,18.61666667,0.05,17.2375,264.375,5.5,49.91666667,47.72,6.6,7.175,20,10.43,50,18.8,24.3
14-01-2022,38.4,76.8,8.47,10.16,0.42,11.15,83.16666667,18.0125,0.05,19.52083333,289.0416667,6.7,64,76.8,12.7,10.5875,21,11.15,77,19.3,26
15-01-2022,31.58,46,3.14,7.47,0.38,12.77,86.20833333,18.15416667,0.066666667,15.28333333,279.9166667,5.5,52.63333333,46,9.3375,3.925,19,12.77,53,18.7,24.2
16-01-2022,48.99,59.66,4.77,10.62,0.28,9.91,77.16666667,16.40833333,0.0125,14.91666667,75.25,7.1,81.65,59.66,13.275,5.9625,14,9.91,82,17.8,24.9
17-01-2022,38.95,56.03,5.46,6.74,0.42,12.03,78.25,16.58333333,0.033333333,10.38333333,285.25,8.4,64.91666667,56.03,8.425,6.825,21,12.03,65,16.9,25.3
18-01-2022,52.87,89.75,7.45,9.62,0.51,13.78,65.20833333,13.9375,0,8.475,158.2083333,9.1,88.11666667,89.75,12.025,9.3125,25.5,13.78,90,17.7,26.8
19-01-2022,62.19,127.72,10.3,9.12,0.65,14.17,54.58333333,11.3375,0,9.183333333,57.70833333,10.8,107.3,118.48,11.4,12.875,32.5,14.17,118,16.6,27.4
20-01-2022,58.03,135.9,12.76,14.92,0.78,12.15,52.45833333,11.19166667,0,7.679166667,195.5833333,11.9,96.71666667,123.9333333,18.65,15.95,39,12.15,124,17,28.9
21-01-2022,56.71,129.36,8.12,14.35,0.45,12.17,52.29166667,10.8,0,16.80833333,164.0833333,14.6,94.51666667,119.5733333,17.9375,10.15,22.5,12.17,120,15.3,29.9
22-01-2022,52.04,129.46,7.53,17.01,0.58,12.43,48.625,10.67083333,0,15.675,206.8333333,15.3,86.73333333,119.64,21.2625,9.4125,29,12.43,120,15.1,30.4
23-01-2022,53.51,142.61,7.96,29.58,0.65,9.86,49.75,11.58333333,0,19.77916667,173.5416667,10.6,89.18333333,128.4066667,36.975,9.95,32.5,9.86,128,17.9,28.5
24-01-2022,68.33,166.11,2.35,8.02,0.35,12.8,49.5,9.9125,0,13.95,116.0833333,9.7,127.7666667,144.0733333,10.025,2.9375,17.5,12.8,144,16.9,26.6
25-01-2022,79.84,176.36,18.81,13.83,0.67,14.16,53,9.654166667,0,12.84583333,116,11.8,166.1333333,150.9066667,17.2875,23.5125,33.5,14.16,166,14.5,26.3
26-01-2022,79.01,179.4,18.3,24.63,0.44,18.71,51.83333333,10.15833333,0,13.6,78.75,11.9,163.3666667,152.9333333,30.7875,22.875,22,18.71,163,15,26.9
27-01-2022,75.13,178.49,22.53,32.81,0.51,19.36,49.75,9.666666667,0,17.6375,45.875,10.3,150.4333333,152.3266667,41.0125,28.1625,25.5,19.36,152,16.1,26.4
28-01-2022,44.32,116.48,20.21,18.88,0.54,18.47,40.04166667,4.9625,0,17.23333333,44.79166667,11.9,73.86666667,110.9866667,23.6,25.2625,27,18.47,111,14.2,26.1
29-01-2022,49.83,111.49,27.66,24.36,0.47,16.88,39.54166667,4.258333333,0,14.025,47.375,14.4,83.05,107.66,30.45,34.575,23.5,16.88,108,12.6,27
30-01-2022,59.55,130.73,36.58,25.95,0.8,17.12,40.79166667,5.9375,0,9.883333333,79.83333333,14.9,99.25,120.4866667,32.4375,45.725,40,17.12,120,13.9,28.8
31-01-2022,64.41,136.47,45.18,17.11,0.8,20.46,38.25,6.395833333,0,8.145833333,218.0416667,13.6,114.7,124.3133333,21.3875,56.475,40,20.46,124,16.4,30
02-01-2022,68.86,153.33,41.11,24.18,0.27,21.91,43.20833333,8.55,0,9.025,199.25,15.4,129.5333333,135.5533333,30.225,51.3875,13.5,21.91,136,15.1,30.5
02-02-2022,68.06,140.11,26.77,10.28,0.67,23.2,52.5,12.12916667,0,10.275,244.3333333,15.4,126.8666667,126.74,12.85,33.4625,33.5,23.2,127,15.4,30.8
02-03-2022,60.79,135.01,24.42,11.31,0.76,19.36,55,13.52916667,0,20.1,265.2083333,12.9,102.6333333,123.34,14.1375,30.525,38,19.36,123,17.7,30.6
02-04-2022,56.39,175.91,20.75,21.61,0.22,16.57,38.625,7.029166667,0,18.29166667,145.75,10.2,93.98333333,150.6066667,27.0125,25.9375,11,16.57,151,17.8,28
02-05-2022,67.84,178.22,35.15,20.5,0.72,19.98,40.33333333,6.354166667,0,13.15416667,186.125,14.2,126.1333333,152.1466667,25.625,43.9375,36,19.98,152,14,28.2
02-06-2022,53.47,150.15,19.11,13.55,0.43,23.96,45.5,9.0625,0,17.52916667,269.75,13,89.11666667,133.4333333,16.9375,23.8875,21.5,23.96,133,15.3,28.3
02-07-2022,55.38,145.37,23.04,11.87,0.67,20.95,62.04166667,14.52083333,0,14.3,274.375,12.6,92.3,130.2466667,14.8375,28.8,33.5,20.95,130,17,29.6
02-08-2022,58.9,141.35,20.6,7.88,0.44,20.38,55.41666667,14.07916667,0,16.2625,305,11.7,98.16666667,127.5666667,9.85,25.75,22,20.38,128,17.9,29.6
02-09-2022,48.56,110.44,18.48,8.94,0.53,17.36,59.08333333,14.87083333,0,21.89166667,301.9166667,11,80.93333333,106.96,11.175,23.1,26.5,17.36,107,18.3,29.3
02-10-2022,57.16,130.88,25.07,10.24,0.4,20.06,59.54166667,14.02916667,0,14.07083333,213.5833333,11.4,95.26666667,120.5866667,12.8,31.3375,20,20.06,121,17.7,29.1
02-11-2022,67.78,125.34,17.93,15.76,0.55,18.36,57.29166667,13.83333333,0.008333333,17.0625,33.625,9.5,125.9333333,116.8933333,19.7,22.4125,27.5,18.36,126,18.8,28.3
02-12-2022,55.95,120.86,30.73,39.93,0.52,17.18,42,9.170833333,0,14.675,32.625,9.3,93.25,113.9066667,49.9125,38.4125,26,17.18,114,19.2,28.5
13-02-2022,52.56,108.14,26.82,19.41,0.54,18.08,40.41666667,6.795833333,0,15.04166667,203.9166667,14,87.6,105.4266667,24.2625,33.525,27,18.08,105,14.8,28.8
14-02-2022,64.07,125.86,26.91,11.26,0.47,19.89,51.95833333,10.825,0,16.85833333,323.3333333,12.9,113.5666667,117.24,14.075,33.6375,23.5,19.89,117,16.3,29.2
15-02-2022,62.13,113.81,27.16,8.71,0.5,20.66,55.95833333,13.175,0,17.26666667,255.375,12.2,107.1,109.2066667,10.8875,33.95,25,20.66,109,17.4,29.6
16-02-2022,56.38,106.22,31.74,6.84,0.81,21.51,58.125,14.375,0,16.52083333,300.1666667,10,93.96666667,104.1466667,8.55,39.675,40.5,21.51,104,18.2,28.2
17-02-2022,50.41,102.64,18.34,10.63,0.45,23.05,49.875,12.17916667,0,19.42916667,312.6666667,11.6,84.01666667,101.76,13.2875,22.925,22.5,23.05,102,18.2,29.8
18-02-2022,49.17,92.17,14.9,5.15,0.37,20.8,51.25,12.76666667,0,21.44166667,317.7916667,10.8,81.95,92.17,6.4375,18.625,18.5,20.8,92,18.5,29.3
19-02-2022,47.49,97.35,23.38,6.94,0.66,18.44,43.875,10.22083333,0,19.84583333,307.5833333,12.3,79.15,97.35,8.675,29.225,33,18.44,97,18.3,30.6
20-02-2022,56.69,139.05,31.66,23.08,0.67,17.07,42.29166667,10.97916667,0,20.35833333,214.7916667,11.3,94.48333333,126.0333333,28.85,39.575,33.5,17.07,126,19.8,31.1
21-02-2022,59.68,148.8,41.47,38.29,0.6,18.06,42.375,10.46666667,0,12.78333333,97.83333333,12.9,99.46666667,132.5333333,47.8625,51.8375,30,18.06,133,18.8,31.7
22-02-2022,60.87,131.05,30.56,22.53,0.54,20.88,42.125,10.53333333,0,15.80416667,274.1666667,14.7,102.9,120.7,28.1625,38.2,27,20.88,121,17.5,32.2
23-02-2022,44.12,98.28,19.66,8.4,0.59,15.16,55,14.48333333,0,20.85,316.1666667,12.5,73.53333333,98.28,10.5,24.575,29.5,15.16,98,18.9,31.4
24-02-2022,43.18,101.09,25.74,9.47,0.38,14.37,46.95833333,11,0,21.22083333,307.2916667,13.6,71.96666667,100.7266667,11.8375,32.175,19,14.37,101,18.5,32.1
25-02-2022,36.09,89.22,27.22,12.74,0.5,14.55,40.25,9.516666667,0,19.8375,313.5416667,14.1,60.15,89.22,15.925,34.025,25,14.55,89,18.7,32.8
26-02-2022,28.44,82.96,16.22,7.76,0.57,14.71,41.04166667,9.095833333,0,23.24166667,318.375,13.3,47.4,82.96,9.7,20.275,28.5,14.71,83,18.1,31.4
27-02-2022,19.18,59.38,16.11,8.6,0.33,11.76,40.45833333,8.541666667,0,21.20833333,314.875,13.7,31.96666667,59.38,10.75,20.1375,16.5,11.76,59,17.6,31.3
28-02-2022,22.19,67.95,21.94,8.88,0.58,13.71,35.66666667,6.175,0,20.55833333,319.75,13.5,36.98333333,67.95,11.1,27.425,29,13.71,68,18.4,31.9
03-01-2022,24.15,70.67,24.98,10.16,0.42,14.04,32.75,6.075,0,20.22916667,317.9166667,13.7,40.25,70.67,12.7,31.225,21,14.04,71,19,32.7
03-02-2022,29.87,83.71,25.27,11.9,0.55,14.41,34.70833333,8.2125,0,19.17083333,325.625,14.7,49.78333333,83.71,14.875,31.5875,27.5,14.41,84,18.1,32.8
03-03-2022,31,83.39,24.42,9.95,0.5,15.55,33.70833333,7.9,0,19.10833333,317.2083333,14.3,51.66666667,83.39,12.4375,30.525,25,15.55,83,18.4,32.7
03-04-2022,36.89,88.57,25.83,12.29,0.53,15.44,37.45833333,9.0625,0,18.79166667,293.9166667,13.4,61.48333333,88.57,15.3625,32.2875,26.5,15.44,89,19.2,32.6
03-05-2022,36.04,94.97,22.43,10.8,0.53,15.98,40.70833333,10.14166667,0,15.85833333,218.4583333,14.4,60.06666667,94.97,13.5,28.0375,26.5,15.98,95,18.5,32.9
03-06-2022,40.2,88.55,17.78,11.12,0.43,15.52,42.20833333,10.67083333,0,18.6875,284.3333333,13.9,67,88.55,13.9,22.225,21.5,15.52,89,18.5,32.4
03-07-2022,36.79,81.06,20.96,12.38,0.63,14.57,40.04166667,10.68333333,0,19.3625,314.75,12.9,61.31666667,81.06,15.475,26.2,31.5,14.57,81,19.5,32.4
03-08-2022,53.36,118.09,27.35,13.68,0.62,15.83,37.54166667,10.05416667,0,13.22916667,223.5416667,13.9,88.93333333,112.06,17.1,34.1875,31,15.83,112,19.2,33.1
03-09-2022,63.81,135.46,38.09,16.11,0.73,16.34,39.5,10.92083333,0,11.65416667,198.7083333,14.3,112.7,123.64,20.1375,47.6125,36.5,16.34,124,19.5,33.8
03-10-2022,68.85,146.89,27.55,28.74,0.85,16.7,37.45833333,11.05416667,0,8.283333333,223.5416667,11.6,129.5,131.26,35.925,34.4375,42.5,16.7,131,21.1,32.7
03-11-2022,67.96,131.05,25.83,13.41,0.85,15.83,39.83333333,12.03333333,0.004166667,11.55416667,162.3333333,11.5,126.5333333,120.7,16.7625,32.2875,42.5,15.83,127,21.7,33.2
03-12-2022,68.94,144.09,36.06,21.72,0.85,14.72,42.04166667,13.07083333,0,9.2375,119.4583333,10,129.8,129.3933333,27.15,45.075,42.5,14.72,130,22.8,32.8
13-03-2022,67.79,146.84,48.49,21.25,0.78,15.03,34.875,10.54583333,0,12.82083333,67.125,11.6,125.9666667,131.2266667,26.5625,60.6125,39,15.03,131,22.7,34.3
14-03-2022,51.08,122.9,31.34,26.75,0.38,13.75,24.83333333,5.1,0,14.4375,43.66666667,11.8,85.13333333,115.2666667,33.4375,39.175,19,13.75,115,23.1,34.9
15-03-2022,49.36,134.93,64.15,36.8,0.85,14.34,21.5,4.120833333,0,9.8,85.70833333,12.8,82.26666667,123.2866667,46,80.1875,42.5,14.34,123,22.9,35.7
16-03-2022,56.94,156.38,56.54,34.77,0.79,11.78,24.29166667,5.2875,0,13.27083333,170.1666667,16.2,94.9,137.5866667,43.4625,70.675,39.5,11.78,138,20.5,36.7
17-03-2022,61.04,160.53,61.29,42.3,1.11,9.62,24.66666667,5.616666667,0,15.9125,159.9583333,16.6,103.4666667,140.3533333,52.875,76.6125,55.5,9.62,140,21.3,37.9
18-03-2022,68.29,161.71,33.97,33.1,0.55,10.71,27.66666667,8.366666667,0,17.49166667,196.6666667,13,127.6333333,141.14,41.375,42.4625,27.5,10.71,141,24.2,37.2
19-03-2022,56.25,142.04,25.37,13.14,0.62,9.46,41.08333333,13.25,0,17.45833333,260.875,13.9,93.75,128.0266667,16.425,31.7125,31,9.46,128,21.9,35.8
20-03-2022,52.12,134.38,28.22,32.56,0.23,9.32,44.25,15.27916667,0,13.7125,218,10.4,86.86666667,122.92,40.7,35.275,11.5,9.32,123,24.7,35.1
21-03-2022,63.5,146.61,37.78,27.3,0.58,8.66,46.25,15.625,0,13.26666667,175.125,13,111.6666667,131.0733333,34.125,47.225,29,8.66,131,23,36
22-03-2022,66.43,135.35,22.16,10.46,0.8,15.48,44.20833333,14.98333333,0,14.475,205.7083333,12.1,121.4333333,123.5666667,13.075,27.7,40,15.48,124,24,36.1
23-03-2022,67.81,155.58,30.78,22.64,0.58,18.32,36.83333333,12.00833333,0,12.54166667,211.8333333,13.6,126.0333333,137.0533333,28.3,38.475,29,18.32,137,22.6,36.2
24-03-2022,68.95,132.39,18.98,8.05,0.54,12.45,48.04166667,15.34166667,0,16.65416667,312.7083333,14.4,129.8333333,121.5933333,10.0625,23.725,27,12.45,130,21.4,35.8
25-03-2022,62.24,125.15,17.39,8.58,0.54,7.98,47.375,15.65416667,0,15.89583333,297.125,12.7,107.4666667,116.7666667,10.725,21.7375,27,7.98,117,23,35.7
26-03-2022,54.96,122.49,21.04,14.41,0.47,9.16,50.16666667,17.025,0,13.275,278.5416667,12.5,91.6,114.9933333,18.0125,26.3,23.5,9.16,115,23.6,36.1
27-03-2022,53.95,124.09,23.59,12.65,0.78,8.87,47.16666667,16.6625,0,13.04583333,237.0416667,11.7,89.91666667,116.06,15.8125,29.4875,39,8.87,116,24.1,35.8
28-03-2022,55.62,137.33,27.51,9.08,0.74,9.41,41.375,14.67083333,0,11.425,224.7916667,13.6,92.7,124.8866667,11.35,34.3875,37,9.41,125,23.6,37.2
29-03-2022,58.45,147.84,35.59,14.78,0.62,8.96,33.79166667,11.7875,0,12.27916667,205,13,97.41666667,131.8933333,18.475,44.4875,31,8.96,132,24.1,37.1
30-03-2022,63.26,156.4,38.85,28.6,1.25,8.31,34.875,11.48333333,0,13.22083333,192.8333333,14.9,110.8666667,137.6,35.75,48.5625,62.5,8.31,138,22.6,37.5
31-03-2022,60.66,149.64,32.48,29.9,0.81,6.71,39.91666667,13.82083333,0,13.775,229.2083333,14.1,102.2,133.0933333,37.375,40.6,40.5,6.71,133,23.4,37.5
04-01-2022,65.94,148.44,26.73,18.59,0.38,10.62,46.5,16.4625,0,15.8875,301.75,13.2,119.8,132.2933333,23.2375,33.4125,19,10.62,132,23.6,36.8
04-02-2022,50.77,93.77,13.12,10.55,0.62,15.37,53.95833333,18.28333333,0,16.19166667,269.875,13.2,84.61666667,93.77,13.1875,16.4,31,15.37,94,23.5,36.7
04-03-2022,48.14,98.54,16.6,12.62,0.36,15.45,50.16666667,16.91666667,0,16.37916667,308.8333333,13.1,80.23333333,98.54,15.775,20.75,18,15.45,99,23.3,36.4
04-04-2022,46.96,99.2,22.07,15.3,0.57,15.12,44.25,15.8125,0,16.56666667,249.9583333,11.9,78.26666667,99.2,19.125,27.5875,28.5,15.12,99,24.1,36
04-05-2022,39.81,113.9,24.15,11.36,0.5,14.05,45.91666667,15.81666667,0,16.4375,313.4166667,11.8,66.35,109.2666667,14.2,30.1875,25,14.05,109,23.7,35.5
04-06-2022,41.61,126.88,27.2,13.93,0.33,14.15,49.95833333,17.125,0,14.9375,283.1666667,12.5,69.35,117.92,17.4125,34,16.5,14.15,118,23.2,35.7
04-07-2022,50.24,126.75,25.34,14.01,0.68,15.03,43.16666667,15.42083333,0,16.8375,293.25,11.9,83.73333333,117.8333333,17.5125,31.675,34,15.03,118,24,35.9
04-08-2022,41.9,116.34,23.23,9.18,0.38,14.19,40.41666667,13.56666667,0,18.35,303.9583333,13.1,69.83333333,110.8933333,11.475,29.0375,19,14.19,111,23.4,36.5
04-09-2022,27.79,86.54,20.95,10.24,0.58,11.05,44.91666667,15.49166667,0,15.92083333,294.1666667,12.5,46.31666667,86.54,12.8,26.1875,29,11.05,87,23.2,35.7
04-10-2022,25.2,85.97,20.12,10.01,0.52,10.84,48.16666667,16.94583333,0,15.55416667,273.1666667,11.2,42,85.97,12.5125,25.15,26,10.84,86,23.9,35.1
04-11-2022,31.62,94.36,22.98,14.01,1.03,12.06,46.5,16.20416667,0,14.21666667,282.4166667,11.8,52.7,94.36,17.5125,28.725,51.5,12.06,94,23.7,35.5
