Date,PM2.5,PM10,NO2,SO2,CO,Ozone,Humidity(%),dewpoint_2m (°C),Rainfall (mm),windspeed (kmph),winddirection_100m (°),temp,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NOx_SubIndex,CO_SubIndex,O3_SubIndex,AQI,min_temp,max_temp
18-02-2019,60.32,122,24.81,3.81,0.55,18.5,55.58333333,15.0875,0,13.525,90.125,13.1,101.0666667,114.6666667,4.7625,31.0125,27.5,18.5,115,18.7,31.8
19-02-2019,52.17,101.67,16.74,3.63,0.51,18.52,56.91666667,16.49583333,0,18.37083333,131.4583333,12.5,86.95,101.1133333,4.5375,20.925,25.5,18.52,101,20.6,33.1
20-02-2019,34.48,78.18,13.64,3.14,0.43,10.59,59.125,16.94166667,0,22.80416667,130.8333333,11.9,57.46666667,78.18,3.925,17.05,21.5,10.59,78,20.8,32.7
21-02-2019,39.45,87.46,17.81,2.59,0.52,13.24,46.41666667,13.07083333,0,19.5875,133.875,13.2,65.75,87.46,3.2375,22.2625,26,13.24,87,20.1,33.3
22-02-2019,46.89,119.53,25.28,3.49,0.64,13.68,43,13.16666667,0,15.1625,142.3333333,14.4,78.15,113.02,4.3625,31.6,32,13.68,113,20.3,34.7
23-02-2019,58.92,140.7,29.31,4.17,0.71,15.84,38.41666667,12.2875,0.004166667,13.10833333,153.4166667,13.3,98.2,127.1333333,5.2125,36.6375,35.5,15.84,127,22,35.3
24-02-2019,46.83,118.25,24.55,4.16,0.45,13.72,30.5,9.270833333,0,17.30833333,205.3333333,12.5,78.05,112.1666667,5.2,30.6875,22.5,13.72,112,23,35.5
25-02-2019,48.78,136.6,23,7.18,0.53,17.55,29.625,7.933333333,0,20.45,222.5833333,13,81.3,124.4,8.975,28.75,26.5,17.55,124,22.3,35.3
26-02-2019,45.53,112.26,24.96,5.07,0.49,13.44,35.83333333,9.570833333,0,14.02083333,245.0416667,12.9,75.88333333,108.1733333,6.3375,31.2,24.5,13.44,108,20.7,33.6
27-02-2019,45.19,91.78,17.9,3.93,0.43,12.86,55.41666667,14.9875,0,11.92916667,195.375,12.9,75.31666667,91.78,4.9125,22.375,21.5,12.86,92,19.9,32.8
28-02-2019,44.05,108.92,19.05,4.5,0.48,15.09,55,14.27083333,0,12.5,164.875,10.9,73.41666667,105.9466667,5.625,23.8125,24,15.09,106,20.6,31.5
03-01-2019,45.53,104.07,18.63,3.8,0.48,17.48,64.79166667,17.8,0,16.425,127.4583333,10.7,75.88333333,102.7133333,4.75,23.2875,24,17.48,103,20.8,31.5
03-07-2019,55.15,142.6,23.41,5.57,0.5,26.71,31.91666667,7.725,0,10.525,83.45833333,16,91.91666667,128.4,6.9625,29.2625,25,26.71,128,17.8,33.8
03-08-2019,60.72,135.48,21.35,5.3,0.63,19.14,41.16666667,11.75416667,0,11.89166667,101.6666667,14.6,102.4,123.6533333,6.625,26.6875,31.5,19.14,124,19.4,34
03-09-2019,46.67,118.59,20.71,3.96,0.55,13.92,47.54166667,14.525,0,14.7625,200.7916667,12.9,77.78333333,112.3933333,4.95,25.8875,27.5,13.92,112,21.5,34.4
03-10-2019,45.85,112.27,16.65,3.99,0.45,13.67,49,15.19583333,0,14.58333333,183.5,13.3,76.41666667,108.18,4.9875,20.8125,22.5,13.67,108,21.5,34.8
03-11-2019,35.61,96.53,14.36,3.73,0.47,15.27,49.75,15.99583333,0,18.68333333,158.375,12.6,59.35,96.53,4.6625,17.95,23.5,15.27,97,22.2,34.8
03-12-2019,45.78,115.33,16.42,4.83,0.66,14.04,41.45833333,13.85,0,19.59583333,177.9166667,11.6,76.3,110.22,6.0375,20.525,33,14.04,110,23.4,35
13-03-2019,44.41,119.34,15.26,6.43,0.73,15.08,37.79166667,12.0375,0,21.89166667,173.8333333,13.1,74.01666667,112.8933333,8.0375,19.075,36.5,15.08,113,22.7,35.8
14-03-2019,38.78,127.7,21.39,3.98,0.53,15.9,31.75,9.854166667,0,20.65416667,185.3333333,13.1,64.63333333,118.4666667,4.975,26.7375,26.5,15.9,118,22.6,35.7
15-03-2019,49.08,128.52,21.9,7.6,0.58,13.6,28.41666667,8.7125,0,19.95416667,177.5,12.7,81.8,119.0133333,9.5,27.375,29,13.6,119,23.3,36
16-03-2019,40.74,110.3,17.1,4.15,0.66,15.9,26.20833333,7.370833333,0,23.54166667,149.9583333,13.2,67.9,106.8666667,5.1875,21.375,33,15.9,107,23,36.2
17-03-2019,40.18,88.39,16.58,3.38,0.49,14.08,35.83333333,10.93333333,0,23.66666667,151.7083333,13.6,66.96666667,88.39,4.225,20.725,24.5,14.08,88,22,35.6
18-03-2019,40.48,101.45,22,4.67,0.5,15.03,30.66666667,8.083333333,0,19.27083333,164.2916667,13.1,67.46666667,100.9666667,5.8375,27.5,25,15.03,101,21.9,35
19-03-2019,32.93,79.24,15.36,3.45,0.56,12.93,47.95833333,14.57916667,0,18.3625,179.125,15,54.88333333,79.24,4.3125,19.2,28,12.93,79,20.6,35.6
20-03-2019,44.4,99.59,14.76,3.64,0.47,13.66,51.91666667,16.35,0,21.50833333,158.9166667,12.8,74,99.59,4.55,18.45,23.5,13.66,100,21.8,34.6
21-03-2019,42.07,92.56,12.72,3.65,0.77,15.82,50,15.825,0,20.64583333,163.625,12.5,70.11666667,92.56,4.5625,15.9,38.5,15.82,93,22.6,35.1
22-03-2019,36.22,79.32,12.11,3.7,0.56,15.06,47.5,15.05,0,15.4875,183.6666667,14.5,60.36666667,79.32,4.625,15.1375,28,15.06,79,21.6,36.1
23-03-2019,50.39,124.13,17.83,3.98,0.7,18.25,48.5,16.65833333,0.008333333,12.6125,124.1666667,12.9,83.98333333,116.0866667,4.975,22.2875,35,18.25,116,23.1,36
24-03-2019,52.97,113.89,15.71,3.82,0.66,17.61,43,15.72916667,0,14.03333333,118.125,10.6,88.28333333,109.26,4.775,19.6375,33,17.61,109,24.5,35.1
25-03-2019,49.43,114.26,17.39,3.58,0.67,14.65,40.25,14.12916667,0,17.65833333,123.6666667,12.7,82.38333333,109.5066667,4.475,21.7375,33.5,14.65,110,23.2,35.9
26-03-2019,59.18,134.85,22.27,5.2,0.79,14.98,37.04166667,13.32083333,0,13.175,173.875,13.3,98.63333333,123.2333333,6.5,27.8375,39.5,14.98,123,23.1,36.4
27-03-2019,50.4,119.05,17.23,4.07,0.56,16.78,38.83333333,13.925,0,14.90416667,181.4166667,12.7,84,112.7,5.0875,21.5375,28,16.78,113,23.7,36.4
28-03-2019,57.83,137.47,21.12,4.12,0.87,16.9,36.54166667,13.30833333,0,13.975,167.4583333,12.9,96.38333333,124.98,5.15,26.4,43.5,16.9,125,24,36.9
29-03-2019,62.49,144.11,23.75,4.43,0.65,23.68,34.33333333,12.39166667,0,15.02083333,109.5833333,13.7,108.3,129.4066667,5.5375,29.6875,32.5,23.68,129,24,37.7
30-03-2019,64.81,162.85,25.34,3.68,0.72,18.84,33.33333333,11.69583333,0,14.78333333,145.375,14.7,116.0333333,141.9,4.6,31.675,36,18.84,142,23.8,38.5
31-03-2019,58.41,179.49,24,5.54,0.61,17.2,29.33333333,11.09166667,0,19.425,236.125,12.9,97.35,152.9933333,6.925,30,30.5,17.2,153,25.5,38.4
04-01-2019,53.53,155.07,28.19,7.5,0.57,24.34,29.33333333,10.3875,0,12.81666667,202.3333333,13.3,89.21666667,136.7133333,9.375,35.2375,28.5,24.34,137,24.5,37.8
04-02-2019,47.67,117.9,26,4.05,0.62,32.86,32.125,12.275,0.004166667,18.80416667,163.9583333,11.9,79.45,111.9333333,5.0625,32.5,31,32.86,112,26.1,38
04-03-2019,48.43,114.97,24.94,4.11,0.58,27.12,47.25,15.97083333,0,15.675,144.8333333,13.7,80.71666667,109.98,5.1375,31.175,29,27.12,110,23,36.7
04-04-2019,38.15,96.89,22.99,3.57,0.39,22.76,42.29166667,14.4375,0,14.80416667,156.6666667,13.5,63.58333333,96.89,4.4625,28.7375,19.5,22.76,97,23.5,37
04-05-2019,34.76,91.67,22.77,8.53,0.43,40.17,37.66666667,13.07916667,0.020833333,12.87916667,204.5,14.1,57.93333333,91.67,10.6625,28.4625,21.5,40.17,92,23.3,37.4
04-06-2019,40.79,94.13,30.32,8.87,0.39,29.97,30.45833333,10.90833333,0,14.14583333,234.7083333,12.9,67.98333333,94.13,11.0875,37.9,19.5,29.97,94,24.3,37.2
04-07-2019,30.88,74.56,15.74,4.73,0.38,33.28,32.20833333,11.825,0,15.45833333,215.6666667,12.1,51.46666667,74.56,5.9125,19.675,19,33.28,75,25,37.1
04-08-2019,32.89,88.88,31.49,4.81,0.96,27.58,46.83333333,16.02916667,0.0375,19.04166667,177.4583333,13.8,54.81666667,88.88,6.0125,39.3625,48,27.58,89,23.8,37.6
04-09-2019,43.03,116.17,35.59,5.61,0.89,21.32,50.20833333,17.38333333,0.0375,19.09166667,170.4166667,13.5,71.71666667,110.78,7.0125,44.4875,44.5,21.32,111,23.4,36.9
04-10-2019,47.32,126.31,38.25,5.04,1.08,19.28,51.20833333,17.49583333,0.0875,13.7625,168.625,13,78.86666667,117.54,6.3,47.8125,54,19.28,118,24.1,37.1
04-11-2019,30.84,74.89,21.65,5.57,0.49,25.02,46.75,16.64166667,0,16.17916667,220.7916667,13.2,51.4,74.89,6.9625,27.0625,24.5,25.02,75,24.1,37.3
04-12-2019,33.2,92.55,23.33,4.91,0.42,36.56,36.08333333,13.10833333,0,11.74166667,198.5833333,14.5,55.33333333,92.55,6.1375,29.1625,21,36.56,93,23.2,37.7
13-04-2019,28.33,74.22,18.22,3.66,0.41,41.83,38.75,14.225,0,11.3625,152.1666667,13.7,47.21666667,74.22,4.575,22.775,20.5,41.83,74,24.2,37.9
14-04-2019,36.15,86.91,18.74,4.36,0.52,42.17,33.875,12.325,0,14.8625,161.375,13.3,60.25,86.91,5.45,23.425,26,42.17,87,23.8,37.1
15-04-2019,35.02,93.11,22.49,4.9,0.41,31.91,34,12.03333333,0,15.49166667,176.0416667,13.5,58.36666667,93.11,6.125,28.1125,20.5,31.91,93,24.3,37.8
16-04-2019,44.72,113.7,19.82,6.54,0.42,38.01,29.41666667,10.21666667,0,17.05416667,162.375,13.3,74.53333333,109.1333333,8.175,24.775,21,38.01,109,23.8,37.1
17-04-2019,32.72,83.48,24.62,7.9,0.4,28.36,34,12.66666667,0,12.65416667,222.2083333,12.6,54.53333333,83.48,9.875,30.775,20,28.36,83,24.6,37.2
18-04-2019,40.87,98.98,15.96,4.91,0.58,32.42,49.91666667,18.05416667,0,13.50416667,157.2083333,11.1,68.11666667,98.98,6.1375,19.95,29,32.42,99,25,36.1
19-04-2019,31.31,75.68,25.21,3.92,0.35,30.13,59.91666667,20.37083333,0.0375,16,163.0416667,10.9,52.18333333,75.68,4.9,31.5125,17.5,30.13,76,25.4,36.3
20-04-2019,27.29,73.09,24.6,4.05,0.58,25.34,52.33333333,18.31666667,0,17.70416667,176.9583333,11.5,45.48333333,73.09,5.0625,30.75,29,25.34,73,25,36.5
21-04-2019,28.57,80.21,25.76,3.94,0.42,27.86,48.79166667,16.725,0,17.975,204.4166667,11.3,47.61666667,80.21,4.925,32.2,21,27.86,80,25.5,36.8
22-04-2019,28.28,63.13,20.68,4.09,0.46,28.31,46,16.5125,0,13.40833333,119.3333333,11.8,47.13333333,63.13,5.1125,25.85,23,28.31,63,24.7,36.5
23-04-2019,37.29,83.38,24.07,7.6,0.62,33.27,40.79166667,14.6375,0,13.6,120.625,11.8,62.15,83.38,9.5,30.0875,31,33.27,83,24.8,36.6
24-04-2019,33.5,90.79,27.58,4.18,0.51,34.56,40.125,14.05416667,0,18.0125,133.7916667,14.6,55.83333333,90.79,5.225,34.475,25.5,34.56,91,23.7,38.3
25-04-2019,39.08,107.82,29.32,5.58,0.61,27.18,31.625,12.14166667,0,16.5375,138.6666667,13.7,65.13333333,105.2133333,6.975,36.65,30.5,27.18,105,25.4,39.1
26-04-2019,43.79,115.4,22.96,5.42,0.45,48.1,32.91666667,13.5,0,16.65,160.875,13.4,72.98333333,110.2666667,6.775,28.7,22.5,48.1,110,26,39.4
27-04-2019,54.8,133.52,31.87,5.57,0.72,37.48,34.625,14.3125,0,15.51666667,152.5416667,13.5,91.33333333,122.3466667,6.9625,39.8375,36,37.48,122,26.1,39.6
28-04-2019,47.83,124.34,25.17,6.17,0.52,36.83,35.29166667,15.08333333,0,15.22916667,155.5833333,11.7,79.71666667,116.2266667,7.7125,31.4625,26,36.83,116,27.5,39.2
29-04-2019,40.07,100.16,23.9,5.61,0.47,28.98,36.16666667,15.57916667,0,15.59166667,179.7916667,11.5,66.78333333,100.1066667,7.0125,29.875,23.5,28.98,100,27.9,39.4
30-04-2019,42.82,124.93,22.79,3.83,0.46,43.38,39.20833333,16.84583333,0.029166667,13.59583333,232.7916667,11.6,71.36666667,116.62,4.7875,28.4875,23,43.38,117,27.8,39.4
05-01-2019,41.46,131.43,27.49,5.2,0.52,34.22,36.91666667,15.21666667,0,16.59583333,219.75,12,69.1,120.9533333,6.5,34.3625,26,34.22,121,27.8,39.8
05-02-2019,49.81,151.61,28.28,12.89,0.41,28.41,30.33333333,11.79166667,0,24.34166667,276.8333333,11.9,83.01666667,134.4066667,16.1125,35.35,20.5,28.41,134,27.6,39.5
05-03-2019,50.03,158.16,30.09,19.68,0.51,31.11,22.08333333,8.391666667,0,26.66666667,277.6666667,11,83.38333333,138.7733333,24.6,37.6125,25.5,31.11,139,27.8,38.8
05-04-2019,47.54,148.27,34.25,26.27,0.66,25.02,27.16666667,10.225,0,24.80416667,269.9583333,11.6,79.23333333,132.18,32.8375,42.8125,33,25.02,132,26.4,38
05-05-2019,50.73,144.17,32,15.8,0.51,26.62,24.75,9.408333333,0,20.28333333,299.3333333,11.7,84.55,129.4466667,19.75,40,25.5,26.62,129,26.8,38.5
05-06-2019,51.89,137.58,31.83,14.43,0.62,29.27,23.5,9.045833333,0,17.08333333,269.6666667,11.3,86.48333333,125.0533333,18.0375,39.7875,31,29.27,125,27.7,39
05-07-2019,53.34,145.12,46.44,9.05,0.96,29.54,24.16666667,10.03333333,0,11.78333333,204.125,11.9,88.9,130.08,11.3125,58.05,48,29.54,130,28.1,40
05-08-2019,50.97,151.96,44.17,10.98,0.71,32.36,23.875,10.2,0,20.54166667,305.1666667,10.6,84.95,134.64,13.725,55.2125,35.5,32.36,135,29.4,40
05-09-2019,53,138.65,36.58,10.08,0.59,28.49,25.33333333,10.84166667,0,17.89166667,277.4583333,10.6,88.33333333,125.7666667,12.6,45.725,29.5,28.49,126,28.5,39.1
05-10-2019,42.7,132.5,23.69,6.4,0.37,28.25,25,10.82083333,0,16.35,224.1666667,10.6,71.16666667,121.6666667,8,29.6125,18.5,28.25,122,28.7,39.3
05-11-2019,41.86,115.61,15.97,4.6,0.48,44.82,33.16666667,14.42916667,0,11.90416667,175.5416667,11.6,69.76666667,110.4066667,5.75,19.9625,24,44.82,110,27.8,39.4
05-12-2019,42.58,178.34,26.77,6.15,0.53,42.92,39.54166667,16.15416667,0,14.52916667,204.125,12.6,70.96666667,152.2266667,7.6875,33.4625,26.5,42.92,152,26.4,39
13-05-2019,40.41,110.47,18.89,5.5,0.42,48.37,35.125,14.52916667,0,13.13333333,229.1666667,11.8,67.35,106.98,6.875,23.6125,21,48.37,107,26.9,38.7
14-05-2019,40.95,100.33,24.06,5.52,0.46,39.95,36.04166667,14.775,0,13.10833333,174.6666667,10.7,68.25,100.22,6.9,30.075,23,39.95,100,28,38.7
15-05-2019,45.13,114.26,31.43,6.42,0.68,33.81,32.04166667,13.475,0,11.225,179.2083333,11.9,75.21666667,109.5066667,8.025,39.2875,34,33.81,110,27,38.9
16-05-2019,39.42,106.83,25.25,5.74,0.49,29.24,33.25,13.82083333,0,12.75833333,245.25,12.1,65.7,104.5533333,7.175,31.5625,24.5,29.24,105,27.4,39.5
17-05-2019,48.2,121.67,26.19,7.24,0.64,31.37,34.125,13.92083333,0,13.25,181.7083333,11.9,80.33333333,114.4466667,9.05,32.7375,32,31.37,114,27.3,39.2
18-05-2019,48.33,147.08,22.74,9.72,0.47,29.44,30.41666667,12.33333333,0,15.20833333,179.625,12.7,80.55,131.3866667,12.15,28.425,23.5,29.44,131,27.5,40.2
19-05-2019,51.41,142.35,30.41,11.55,0.75,33.18,27.70833333,11.80833333,0,12.4375,203.2916667,13.6,85.68333333,128.2333333,14.4375,38.0125,37.5,33.18,128,26.8,40.4
20-05-2019,47.84,101.88,14.57,5.37,0.47,40.13,38.875,16.8,0,12.85,148.2916667,11.6,79.73333333,101.2533333,6.7125,18.2125,23.5,40.13,101,27.7,39.3
21-05-2019,43.14,129.18,20.95,5.26,0.52,43.59,36,15.74583333,0,13.75416667,177.2083333,11.7,71.9,119.4533333,6.575,26.1875,26,43.59,119,27.7,39.4
22-05-2019,39.05,98.88,17.92,6.31,0.46,46.85,37.79166667,16.6875,0.058333333,10.8875,186.6666667,12.1,65.08333333,98.88,7.8875,22.4,23,46.85,99,27.8,39.9
23-05-2019,47.77,117.68,25.6,4.83,0.42,42.17,37.125,16.68333333,0,11.9125,195.5833333,10.7,79.61666667,111.7866667,6.0375,32,21,42.17,112,28.9,39.6
24-05-2019,43.52,100.11,26.1,8.02,0.54,37.27,44.875,18.7125,0.0125,11.75,230.0833333,12.3,72.53333333,100.0733333,10.025,32.625,27,37.27,100,27.5,39.8
25-05-2019,48.63,124.44,31.04,7.21,0.56,34.54,33.29166667,14.90833333,0.008333333,16.42916667,279.5833333,11.2,81.05,116.2933333,9.0125,38.8,28,34.54,116,28.8,40
26-05-2019,47.67,136.05,34.24,8.92,0.73,30.25,26.875,12.3875,0,17.57083333,279.1666667,11.8,79.45,124.0333333,11.15,42.8,36.5,30.25,124,29,40.8
27-05-2019,49.38,142.34,31.68,11.11,0.54,28.82,27.70833333,13.16666667,0,18.125,278.3333333,11.4,82.3,128.2266667,13.8875,39.6,27,28.82,128,29.6,41
28-05-2019,43.77,123.95,23.52,5.72,0.48,32.43,26.875,12.7625,0,14.66666667,265.0833333,12.4,72.95,115.9666667,7.15,29.4,24,32.43,116,29.2,41.6
29-05-2019,56.33,143.03,31.02,6.69,0.76,38.97,27.70833333,12.84583333,0,11.86666667,161.9583333,12.1,93.88333333,128.6866667,8.3625,38.775,38,38.97,129,28.8,40.9
30-05-2019,40.98,111.31,16.6,4.95,0.41,46.84,43.25,18.4625,0.016666667,16.20833333,155.125,11.9,68.3,107.54,6.1875,20.75,20.5,46.84,108,28.3,40.2
31-05-2019,49.58,111.07,25.29,4.31,0.46,38.84,43.75,18.89166667,0,13.97083333,168.2083333,10.4,82.63333333,107.38,5.3875,31.6125,23,38.84,107,28.6,39
06-01-2019,43.51,116.04,27.68,6.92,0.53,30.3,44,19.02916667,0,11.79583333,250.9583333,8.8,72.51666667,110.6933333,8.65,34.6,26.5,30.3,111,29.3,38.1
06-02-2019,46.54,135.05,28.41,6.9,0.48,34.01,41.08333333,18.32916667,0.0125,12.7125,243.375,12,77.56666667,123.3666667,8.625,35.5125,24,34.01,123,28.6,40.6
06-03-2019,28.85,79.1,23.21,4.6,0.42,27.06,55.20833333,21.32083333,0.1375,20.84166667,252,10.3,48.08333333,79.1,5.75,29.0125,21,27.06,79,28.1,38.4
06-04-2019,30.74,68.41,23.17,7.99,0.54,40.36,54.79166667,20.8875,0.004166667,12.25833333,279.9166667,10.9,51.23333333,68.41,9.9875,28.9625,27,40.36,68,26.5,37.4
06-05-2019,43.96,102.97,37.35,8.44,0.72,33.2,44.16666667,19.175,0.004166667,14.0375,236.4166667,10.8,73.26666667,101.98,10.55,46.6875,36,33.2,102,28.6,39.4
06-06-2019,37.65,111.39,27.38,5.85,0.4,41.62,45.625,19.34166667,0.0375,20.30833333,233.4583333,11.1,62.75,107.5933333,7.3125,34.225,20,41.62,108,28.7,39.8
06-07-2019,33.14,82.07,18.63,7.75,0.55,47.42,49.5,20.12083333,0,11.5625,269.4583333,10.5,55.23333333,82.07,9.6875,23.2875,27.5,47.42,82,27.3,37.8
06-08-2019,37.78,79.81,34.83,5.59,0.69,39.2,50.70833333,19.99583333,0,16.475,253.25,9.3,62.96666667,79.81,6.9875,43.5375,34.5,39.2,80,27.5,36.8
06-09-2019,37.52,84.8,25.53,12.17,0.43,43.94,56.29166667,20.95833333,0.816666667,16.96666667,254.4166667,12,62.53333333,84.8,15.2125,31.9125,21.5,43.94,85,25.7,37.7
06-10-2019,26.2,65.75,26.22,7.93,0.4,38.5,62.70833333,22.29583333,0,17.73333333,243.9166667,9.1,43.66666667,65.75,9.9125,32.775,20,38.5,66,26.5,35.6
06-11-2019,12.89,53.9,24.64,7.89,0.31,27.23,55.20833333,20.47916667,0.004166667,22.95833333,232.6666667,9.1,21.48333333,53.9,9.8625,30.8,15.5,27.23,54,26.6,35.7
06-12-2019,10.44,46.83,19.45,12.92,0.21,24.11,55.25,20.26666667,0,29.07916667,238.75,9.1,17.4,46.83,16.15,24.3125,10.5,24.11,47,26.3,35.4
13-06-2019,17.12,40.51,21.94,11.95,0.22,18.67,60.54166667,20.40833333,0,27.1375,255.0833333,7.7,28.53333333,40.51,14.9375,27.425,11,18.67,41,25.3,33
14-06-2019,20.77,53.83,19.57,10.2,0.25,19.4,58.29166667,20.35416667,0.008333333,27.90416667,253.5833333,9.1,34.61666667,53.83,12.75,24.4625,12.5,19.4,54,25.5,34.6
15-06-2019,29.35,78.83,23.64,7.86,0.22,16.14,50.70833333,19.125,0,28.975,267.0416667,9.3,48.91666667,78.83,9.825,29.55,11,16.14,79,26.3,35.6
16-06-2019,31.18,91.65,19.12,8.26,0.36,17.66,47.04166667,18.30416667,0,28.975,273.25,9.3,51.96666667,91.65,10.325,23.9,18,17.66,92,26.4,35.7
17-06-2019,36.3,93.95,22.29,12.37,0.32,14.11,46.54166667,18.21666667,0,27.55833333,276.1666667,7.8,60.5,93.95,15.4625,27.8625,16,14.11,94,27.3,35.1
18-06-2019,34.1,75.66,16.93,8.12,0.27,15.3,41.66666667,16.8,0,23.09166667,264.8333333,9.3,56.83333333,75.66,10.15,21.1625,13.5,15.3,76,27.2,36.5
19-06-2019,29.91,76.89,18.34,15.24,0.33,16.89,48.54166667,18.8125,0,27.36666667,261.75,9.3,49.85,76.89,19.05,22.925,16.5,16.89,77,26.7,36
20-06-2019,29.72,71.83,17.21,10.58,0.19,20.12,59.16666667,20.84583333,0.2125,21.175,272.2083333,10.2,49.53333333,71.83,13.225,21.5125,9.5,20.12,72,26,36.2
21-06-2019,38.76,76.65,21.9,6.46,0.39,25.26,72.16666667,22.05416667,0.270833333,13.725,218.6666667,8.4,64.6,76.65,8.075,27.375,19.5,25.26,77,24.8,33.2
22-06-2019,39.36,58.62,24.05,7.37,0.24,25,83.79166667,22.325,0.670833333,21.75416667,274.875,5.1,65.6,58.62,9.2125,30.0625,12,25,66,23.6,28.7
23-06-2019,43.13,69.11,29.11,9.92,0.59,18.07,81.33333333,22.7375,0.429166667,15.4,244.7916667,6.2,71.88333333,69.11,12.4,36.3875,29.5,18.07,72,23.7,29.9
24-06-2019,38.3,64.56,24.82,8.67,0.54,26.78,76.25,22.52916667,0.0875,10.34166667,207.4583333,7.1,63.83333333,64.56,10.8375,31.025,27,26.78,65,24.2,31.3
25-06-2019,44.14,83.3,29.99,7.24,0.56,24.3,78.95833333,23.03333333,0.370833333,11.10833333,225.9166667,8.1,73.56666667,83.3,9.05,37.4875,28,24.3,83,23.8,31.9
26-06-2019,25.15,50.36,21.37,7.94,0.21,19.15,73.45833333,22.32916667,0.054166667,21.25833333,253.6666667,6.8,41.91666667,50.36,9.925,26.7125,10.5,19.15,50,24.8,31.6
27-06-2019,17.13,44.78,28.17,9.3,0.11,13.35,68.91666667,21.54166667,0.004166667,28.025,262.25,7.7,28.55,44.78,11.625,35.2125,5.5,13.35,45,24.6,32.3
28-06-2019,21.495,51.88,33.255,7.81,0.185,14.48,70.54166667,21.2875,0.1125,32.91666667,267.7916667,7,35.825,51.88,9.7625,41.56875,9.25,14.48,52,24.3,31.3
29-06-2019,25.86,58.98,38.34,6.32,0.26,15.61,90.70833333,22.42916667,0.870833333,33.7125,261.3333333,3.6,43.1,58.98,7.9,47.925,13,15.61,59,23.2,26.8
30-06-2019,33.06,67.37,43.09,11.11,0.28,12.72,83.41666667,21.27083333,0.275,32.725,273.2916667,4.5,55.1,67.37,13.8875,53.8625,14,12.72,67,22.8,27.3
07-01-2019,36.62,90.93,44.63,11.49,0.28,10.05,87.625,21.94166667,0.791666667,28.27916667,276.4166667,4.6,61.03333333,90.93,14.3625,55.7875,14,10.05,91,23,27.6
07-02-2019,24.28,54.56,40.77,5.61,0.25,12.99,88.04166667,22.18333333,0.183333333,31.6625,270.5833333,3.5,40.46666667,54.56,7.0125,50.9625,12.5,12.99,55,23,26.5
07-03-2019,29.57,85.91,37.95,7.12,0.28,13.71,85.20833333,21.9875,0.116666667,31.81666667,261.9583333,3.6,49.28333333,85.91,8.9,47.4375,14,13.71,86,23,26.6
07-04-2019,23.73,55.49,37.35,8.7,0.26,11.73,76.375,21.7875,0.041666667,33.925,255.4583333,6.8,39.55,55.49,10.875,46.6875,13,11.73,55,23.8,30.6
07-05-2019,22.5,44.84,39.12,6.14,0.23,9.66,80.875,21.93333333,0.233333333,36.325,260.5,4.3,37.5,44.84,7.675,48.9,11.5,9.66,49,24.2,28.5
07-07-2019,24.64,66.64,38.945,9.445,0.2,10.945,75.08333333,21.13333333,0.045833333,37.25,255.2916667,4.8,41.06666667,66.64,11.80625,48.68125,10,10.945,67,24.2,29
07-08-2019,26.78,88.44,38.77,12.75,0.17,12.23,73,21.14583333,0,35.29583333,257.2083333,5.9,44.63333333,88.44,15.9375,48.4625,8.5,12.23,88,24,29.9
07-09-2019,18.4,38.94,37.07,6.71,0.23,8.51,75.375,21.30833333,0.129166667,31.875,253.0833333,5.4,30.66666667,38.94,8.3875,46.3375,11.5,8.51,46,23.9,29.3
07-10-2019,21.11,76.08,39.55,10.17,0.28,11.68,75.45833333,21.2375,0.183333333,33.425,250.1666667,6.5,35.18333333,76.08,12.7125,49.4375,14,11.68,76,23.8,30.3
07-11-2019,27.74,63.59,29.95,18.63,0.3,17.39,79.20833333,21.35416667,0.133333333,31.16666667,261.0416667,7.3,46.23333333,63.59,23.2875,37.4375,15,17.39,64,23.4,30.7
07-12-2019,29.57,65.89,27.91,37.04,0.42,19.83,74.58333333,21.12916667,0.0625,25.675,261.0833333,6.7,49.28333333,65.89,46.3,34.8875,21,19.83,66,23,29.7
13-07-2019,24.5,57.37,18.93,56.19,0.3,17.3,73.625,21.43333333,0.0375,24.98333333,262.625,7.3,40.83333333,57.37,70.2375,23.6625,15,17.3,70,23.6,30.9
14-07-2019,31.215,74.645,23.245,39.925,0.405,19.82,68.83333333,20.95416667,0,25.54166667,267.375,7.2,52.025,74.645,49.90625,29.05625,20.25,19.82,75,24.2,31.4
15-07-2019,37.93,91.92,27.56,23.66,0.51,22.34,72.83333333,21.65833333,0.029166667,25.04583333,271,7.3,63.21666667,91.92,29.575,34.45,25.5,22.34,92,24.2,31.5
16-07-2019,30.59,101.92,22.24,37.53,0.36,23.31,66.5,20.77916667,0,23.20416667,277.8333333,7.3,50.98333333,101.28,46.9125,27.8,18,23.31,101,24.3,31.6
17-07-2019,29.06,90.08,22.59,40.21,0.29,24.94,64.875,20.89583333,0.008333333,21.62916667,292.125,7.5,48.43333333,90.08,50.2625,28.2375,14.5,24.94,90,24.8,32.3
18-07-2019,34.15,108.42,21.93,35.68,0.33,31.99,66.83333333,21.45416667,0.020833333,17.8375,245.7916667,8.1,56.91666667,105.6133333,44.6,27.4125,16.5,31.99,106,25.2,33.3
