Date,PM2.5,PM10,NO2,SO2,CO,Ozone,min_temp,max_temp,relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),windspeed_100m (km/h),winddirection_100m (°)
15-04-2019,35.02,93.11,22.49,4.9,0.41,31.91,24.3,37.8,34,12.03333333,0,15.49166667,176.0416667
16-04-2019,44.72,113.7,19.82,6.54,0.42,38.01,23.8,37.1,29.41666667,10.21666667,0,17.05416667,162.375
17-04-2019,32.72,83.48,24.62,7.9,0.4,28.36,24.6,37.2,34,12.66666667,0,12.65416667,222.2083333
18-04-2019,40.87,98.98,15.96,4.91,0.58,32.42,25,36.1,49.91666667,18.05416667,0,13.50416667,157.2083333
19-04-2019,31.31,75.68,25.21,3.92,0.35,30.13,25.4,36.3,59.91666667,20.37083333,0.0375,16,163.0416667
20-04-2019,27.29,73.09,24.6,4.05,0.58,25.34,25,36.5,52.33333333,18.31666667,0,17.70416667,176.9583333
21-04-2019,28.57,80.21,25.76,3.94,0.42,27.86,25.5,36.8,48.79166667,16.725,0,17.975,204.4166667
22-04-2019,28.28,63.13,20.68,4.09,0.46,28.31,24.7,36.5,46,16.5125,0,13.40833333,119.3333333
23-04-2019,37.29,83.38,24.07,7.6,0.62,33.27,24.8,36.6,40.79166667,14.6375,0,13.6,120.625
24-04-2019,33.5,90.79,27.58,4.18,0.51,34.56,23.7,38.3,40.125,14.05416667,0,18.0125,133.7916667
25-04-2019,39.08,107.82,29.32,5.58,0.61,27.18,25.4,39.1,31.625,12.14166667,0,16.5375,138.6666667
26-04-2019,43.79,115.4,22.96,5.42,0.45,48.1,26,39.4,32.91666667,13.5,0,16.65,160.875
27-04-2019,54.8,133.52,31.87,5.57,0.72,37.48,26.1,39.6,34.625,14.3125,0,15.51666667,152.5416667
28-04-2019,47.83,124.34,25.17,6.17,0.52,36.83,27.5,39.2,35.29166667,15.08333333,0,15.22916667,155.5833333
29-04-2019,40.07,100.16,23.9,5.61,0.47,28.98,27.9,39.4,36.16666667,15.57916667,0,15.59166667,179.7916667
30-04-2019,42.82,124.93,22.79,3.83,0.46,43.38,27.8,39.4,39.20833333,16.84583333,0.029166667,13.59583333,232.7916667
01-05-2019,41.46,131.43,27.49,5.2,0.52,34.22,27.8,39.8,36.91666667,15.21666667,0,16.59583333,219.75
02-05-2019,49.81,151.61,28.28,12.89,0.41,28.41,27.6,39.5,30.33333333,11.79166667,0,24.34166667,276.8333333
03-05-2019,50.03,158.16,30.09,19.68,0.51,31.11,27.8,38.8,22.08333333,8.391666667,0,26.66666667,277.6666667
04-05-2019,47.54,148.27,34.25,26.27,0.66,25.02,26.4,38,27.16666667,10.225,0,24.80416667,269.9583333
05-05-2019,50.73,144.17,32,15.8,0.51,26.62,26.8,38.5,24.75,9.408333333,0,20.28333333,299.3333333
06-05-2019,51.89,137.58,31.83,14.43,0.62,29.27,27.7,39,23.5,9.045833333,0,17.08333333,269.6666667
07-05-2019,53.34,145.12,46.44,9.05,0.96,29.54,28.1,40,24.16666667,10.03333333,0,11.78333333,204.125
08-05-2019,50.97,151.96,44.17,10.98,0.71,32.36,29.4,40,23.875,10.2,0,20.54166667,305.1666667
09-05-2019,53,138.65,36.58,10.08,0.59,28.49,28.5,39.1,25.33333333,10.84166667,0,17.89166667,277.4583333
10-05-2019,42.7,132.5,23.69,6.4,0.37,28.25,28.7,39.3,25,10.82083333,0,16.35,224.1666667
11-05-2019,41.86,115.61,15.97,4.6,0.48,44.82,27.8,39.4,33.16666667,14.42916667,0,11.90416667,175.5416667
12-05-2019,42.58,178.34,26.77,6.15,0.53,42.92,26.4,39,39.54166667,16.15416667,0,14.52916667,204.125
13-05-2019,40.41,110.47,18.89,5.5,0.42,48.37,26.9,38.7,35.125,14.52916667,0,13.13333333,229.1666667
14-05-2019,40.95,100.33,24.06,5.52,0.46,39.95,28,38.7,36.04166667,14.775,0,13.10833333,174.6666667
15-05-2019,45.13,114.26,31.43,6.42,0.68,33.81,27,38.9,32.04166667,13.475,0,11.225,179.2083333
16-05-2019,39.42,106.83,25.25,5.74,0.49,29.24,27.4,39.5,33.25,13.82083333,0,12.75833333,245.25
17-05-2019,48.2,121.67,26.19,7.24,0.64,31.37,27.3,39.2,34.125,13.92083333,0,13.25,181.7083333
18-05-2019,48.33,147.08,22.74,9.72,0.47,29.44,27.5,40.2,30.41666667,12.33333333,0,15.20833333,179.625
19-05-2019,51.41,142.35,30.41,11.55,0.75,33.18,26.8,40.4,27.70833333,11.80833333,0,12.4375,203.2916667
20-05-2019,47.84,101.88,14.57,5.37,0.47,40.13,27.7,39.3,38.875,16.8,0,12.85,148.2916667
21-05-2019,43.14,129.18,20.95,5.26,0.52,43.59,27.7,39.4,36,15.74583333,0,13.75416667,177.2083333
22-05-2019,39.05,98.88,17.92,6.31,0.46,46.85,27.8,39.9,37.79166667,16.6875,0.058333333,10.8875,186.6666667
23-05-2019,47.77,117.68,25.6,4.83,0.42,42.17,28.9,39.6,37.125,16.68333333,0,11.9125,195.5833333
24-05-2019,43.52,100.11,26.1,8.02,0.54,37.27,27.5,39.8,44.875,18.7125,0.0125,11.75,230.0833333
25-05-2019,48.63,124.44,31.04,7.21,0.56,34.54,28.8,40,33.29166667,14.90833333,0.008333333,16.42916667,279.5833333
26-05-2019,47.67,136.05,34.24,8.92,0.73,30.25,29,40.8,26.875,12.3875,0,17.57083333,279.1666667
27-05-2019,49.38,142.34,31.68,11.11,0.54,28.82,29.6,41,27.70833333,13.16666667,0,18.125,278.3333333
28-05-2019,43.77,123.95,23.52,5.72,0.48,32.43,29.2,41.6,26.875,12.7625,0,14.66666667,265.0833333
29-05-2019,56.33,143.03,31.02,6.69,0.76,38.97,28.8,40.9,27.70833333,12.84583333,0,11.86666667,161.9583333
30-05-2019,40.98,111.31,16.6,4.95,0.41,46.84,28.3,40.2,43.25,18.4625,0.016666667,16.20833333,155.125
31-05-2019,49.58,111.07,25.29,4.31,0.46,38.84,28.6,39,43.75,18.89166667,0,13.97083333,168.2083333
01-06-2019,43.51,116.04,27.68,6.92,0.53,30.3,29.3,38.1,44,19.02916667,0,11.79583333,250.9583333
02-06-2019,46.54,135.05,28.41,6.9,0.48,34.01,28.6,40.6,41.08333333,18.32916667,0.0125,12.7125,243.375
03-06-2019,28.85,79.1,23.21,4.6,0.42,27.06,28.1,38.4,55.20833333,21.32083333,0.1375,20.84166667,252
04-06-2019,30.74,68.41,23.17,7.99,0.54,40.36,26.5,37.4,54.79166667,20.8875,0.004166667,12.25833333,279.9166667
05-06-2019,43.96,102.97,37.35,8.44,0.72,33.2,28.6,39.4,44.16666667,19.175,0.004166667,14.0375,236.4166667
06-06-2019,37.65,111.39,27.38,5.85,0.4,41.62,28.7,39.8,45.625,19.34166667,0.0375,20.30833333,233.4583333
07-06-2019,33.14,82.07,18.63,7.75,0.55,47.42,27.3,37.8,49.5,20.12083333,0,11.5625,269.4583333
08-06-2019,37.78,79.81,34.83,5.59,0.69,39.2,27.5,36.8,50.70833333,19.99583333,0,16.475,253.25
09-06-2019,37.52,84.8,25.53,12.17,0.43,43.94,25.7,37.7,56.29166667,20.95833333,0.816666667,16.96666667,254.4166667
10-06-2019,26.2,65.75,26.22,7.93,0.4,38.5,26.5,35.6,62.70833333,22.29583333,0,17.73333333,243.9166667
11-06-2019,12.89,53.9,24.64,7.89,0.31,27.23,26.6,35.7,55.20833333,20.47916667,0.004166667,22.95833333,232.6666667
12-06-2019,10.44,46.83,19.45,12.92,0.21,24.11,26.3,35.4,55.25,20.26666667,0,29.07916667,238.75
13-06-2019,17.12,40.51,21.94,11.95,0.22,18.67,25.3,33,60.54166667,20.40833333,0,27.1375,255.0833333
14-06-2019,20.77,53.83,19.57,10.2,0.25,19.4,25.5,34.6,58.29166667,20.35416667,0.008333333,27.90416667,253.5833333
15-06-2019,29.35,78.83,23.64,7.86,0.22,16.14,26.3,35.6,50.70833333,19.125,0,28.975,267.0416667
16-06-2019,31.18,91.65,19.12,8.26,0.36,17.66,26.4,35.7,47.04166667,18.30416667,0,28.975,273.25
17-06-2019,36.3,93.95,22.29,12.37,0.32,14.11,27.3,35.1,46.54166667,18.21666667,0,27.55833333,276.1666667
18-06-2019,34.1,75.66,16.93,8.12,0.27,15.3,27.2,36.5,41.66666667,16.8,0,23.09166667,264.8333333
19-06-2019,29.91,76.89,18.34,15.24,0.33,16.89,26.7,36,48.54166667,18.8125,0,27.36666667,261.75
20-06-2019,29.72,71.83,17.21,10.58,0.19,20.12,26,36.2,59.16666667,20.84583333,0.2125,21.175,272.2083333
21-06-2019,38.76,76.65,21.9,6.46,0.39,25.26,24.8,33.2,72.16666667,22.05416667,0.270833333,13.725,218.6666667
22-06-2019,39.36,58.62,24.05,7.37,0.24,25,23.6,28.7,83.79166667,22.325,0.670833333,21.75416667,274.875
23-06-2019,43.13,69.11,29.11,9.92,0.59,18.07,23.7,29.9,81.33333333,22.7375,0.429166667,15.4,244.7916667
24-06-2019,38.3,64.56,24.82,8.67,0.54,26.78,24.2,31.3,76.25,22.52916667,0.0875,10.34166667,207.4583333
25-06-2019,44.14,83.3,29.99,7.24,0.56,24.3,23.8,31.9,78.95833333,23.03333333,0.370833333,11.10833333,225.9166667
26-06-2019,25.15,50.36,21.37,7.94,0.21,19.15,24.8,31.6,73.45833333,22.32916667,0.054166667,21.25833333,253.6666667
27-06-2019,17.13,44.78,28.17,9.3,0.11,13.35,24.6,32.3,68.91666667,21.54166667,0.004166667,28.025,262.25
28-06-2019,21.495,51.88,33.255,7.81,0.185,14.48,24.3,31.3,70.54166667,21.2875,0.1125,32.91666667,267.7916667
29-06-2019,25.86,58.98,38.34,6.32,0.26,15.61,23.2,26.8,90.70833333,22.42916667,0.870833333,33.7125,261.3333333
30-06-2019,33.06,67.37,43.09,11.11,0.28,12.72,22.8,27.3,83.41666667,21.27083333,0.275,32.725,273.2916667
01-07-2019,36.62,90.93,44.63,11.49,0.28,10.05,23,27.6,87.625,21.94166667,0.791666667,28.27916667,276.4166667
02-07-2019,24.28,54.56,40.77,5.61,0.25,12.99,23,26.5,88.04166667,22.18333333,0.183333333,31.6625,270.5833333
03-07-2019,29.57,85.91,37.95,7.12,0.28,13.71,23,26.6,85.20833333,21.9875,0.116666667,31.81666667,261.9583333
04-07-2019,23.73,55.49,37.35,8.7,0.26,11.73,23.8,30.6,76.375,21.7875,0.041666667,33.925,255.4583333
05-07-2019,22.5,44.84,39.12,6.14,0.23,9.66,24.2,28.5,80.875,21.93333333,0.233333333,36.325,260.5
07-07-2019,24.64,66.64,38.945,9.445,0.2,10.945,24.2,29,75.08333333,21.13333333,0.045833333,37.25,255.2916667
08-07-2019,26.78,88.44,38.77,12.75,0.17,12.23,24,29.9,73,21.14583333,0,35.29583333,257.2083333
09-07-2019,18.4,38.94,37.07,6.71,0.23,8.51,23.9,29.3,75.375,21.30833333,0.129166667,31.875,253.0833333
10-07-2019,21.11,76.08,39.55,10.17,0.28,11.68,23.8,30.3,75.45833333,21.2375,0.183333333,33.425,250.1666667
11-07-2019,27.74,63.59,29.95,18.63,0.3,17.39,23.4,30.7,79.20833333,21.35416667,0.133333333,31.16666667,261.0416667
12-07-2019,29.57,65.89,27.91,37.04,0.42,19.83,23,29.7,74.58333333,21.12916667,0.0625,25.675,261.0833333
13-07-2019,24.5,57.37,18.93,56.19,0.3,17.3,23.6,30.9,73.625,21.43333333,0.0375,24.98333333,262.625
14-07-2019,31.215,74.645,23.245,39.925,0.405,19.82,24.2,31.4,68.83333333,20.95416667,0,25.54166667,267.375
15-07-2019,37.93,91.92,27.56,23.66,0.51,22.34,24.2,31.5,72.83333333,21.65833333,0.029166667,25.04583333,271
16-07-2019,30.59,101.92,22.24,37.53,0.36,23.31,24.3,31.6,66.5,20.77916667,0,23.20416667,277.8333333
17-07-2019,29.06,90.08,22.59,40.21,0.29,24.94,24.8,32.3,64.875,20.89583333,0.008333333,21.62916667,292.125
18-07-2019,34.15,108.42,21.93,35.68,0.33,31.99,25.2,33.3,66.83333333,21.45416667,0.020833333,17.8375,245.7916667
19-07-2019,51.83,120.02,26.77,34.25,0.43,32.47,23.7,29.3,79.41666667,22.0625,0.229166667,14.8625,249.625
20-07-2019,38.92,71.88,23.97,13.61,0.42,29.74,22.5,29.3,82.70833333,22.15833333,0.204166667,15.76666667,264.375
21-07-2019,20.3,63.46,19.74,14.34,0.4,27.02,23.4,30.3,73.25,21.33333333,0.241666667,16.65833333,194.1666667
22-07-2019,15.65,65.67,20.2,12.73,0.4,25.57,23.9,30.8,77.20833333,22.0125,0.204166667,15.48333333,195.625
23-07-2019,9.1,50.17,14.28,16.01,0.24,27.27,23.7,30,74.625,21.67083333,0.0125,16.83333333,226.4583333
24-07-2019,13.91,59.52,16.07,22.07,0.26,25.69,24,30.7,74.91666667,21.67083333,0.154166667,25.60833333,249.9166667
25-07-2019,20.73,71.73,27.93,30.84,0.33,20.7,24,30.5,76.29166667,21.6875,0.295833333,29.72916667,268.375
26-07-2019,24.73,78.58,30.18,35.88,0.35,18.79,22.6,27.2,85.79166667,21.71666667,0.575,29.70416667,262.2916667
27-07-2019,18.6,56.75,19.94,18.35,0.23,19.8,22.3,24.9,88.70833333,21.37916667,0.404166667,40.12083333,266.25
28-07-2019,13.04,37.04,23.01,13.17,0.21,17.41,22.3,23.9,92.75,21.58333333,0.925,37.325,268.9166667
29-07-2019,9.21,22.83,19.15,12.81,0.26,20.03,22.2,23.7,92.54166667,21.56666667,1.1,35.58333333,256
30-07-2019,11.87,23.61,19.32,19.17,0.23,20.98,22.1,25.8,85,21.06666667,0.229166667,36.49583333,256.375
31-07-2019,18.63,42.33,19.08,36.64,0.27,18.63,22.9,29.7,77.125,20.94166667,0.058333333,32.6875,259.3333333
01-08-2019,17.03,33.16,34.38,21.82,0.23,16.65,22.6,27.6,83.70833333,21.24166667,0.504166667,35.18333333,261.5
02-08-2019,14.8,22.18,19.2,17.83,0.25,15.54,22.1,24.3,90.66666667,21.0125,1.416666667,40.4125,258.8333333
03-08-2019,11.48,18.62,12.72,8.61,0.25,18.92,21.6,23.6,89.58333333,20.8125,0.979166667,44.24166667,253.375
04-08-2019,10.86,20.34,12.13,12.23,0.26,23.11,22.3,25.8,84,20.87916667,0.325,40.0875,252.875
05-08-2019,13.43,25.37,10.97,19.21,0.24,20.72,22,25.9,87.41666667,21.32083333,0.383333333,38.42083333,257.5416667
06-08-2019,14.21,30.24,18.17,18.65,0.27,17.66,22.5,25.2,90.58333333,21.7375,0.5,38.33333333,265.1666667
07-08-2019,13.53,24.29,35.32,20.49,0.33,13.84,22.6,24.6,90.625,21.675,0.625,42.22916667,265.5833333
08-08-2019,11.45,36.52,41.98,17.36,0.15,18.77,22.5,27.7,85.66666667,21.62083333,0.233333333,37.4875,260.4583333
09-08-2019,11.14,48.66,20.04,45.1,0.33,25.2,23.1,28.3,81.45833333,21.35833333,0.075,36.20416667,243.5833333
10-08-2019,13.63,53.22,34.13,30.88,0.38,23.99,23.5,28.7,75.95833333,21.04166667,0,31.9,255.5833333
11-08-2019,21.24,73.06,41.21,38.67,0.32,22.36,22.8,28.6,74.41666667,20.625,0.004166667,29.3375,274.0833333
12-08-2019,44.36,132.22,46.36,55.63,0.45,19.05,23,28.8,76.58333333,21.07916667,0.020833333,26.10833333,285.9583333
13-08-2019,38.76,109.92,60.75,37.01,0.5,17.6,23.7,27.5,81.20833333,21.8125,0.108333333,23.27083333,278.625
14-08-2019,26.38,89.91,46.42,39.65,0.43,23.15,23.2,28.9,78.875,21.5875,0.029166667,23.24166667,263.3333333
15-08-2019,24.17,84.71,36.08,54.19,0.31,22.5,22.9,30,77.66666667,21.60416667,0.029166667,23.39166667,264
16-08-2019,25.91,85.02,43.26,38.44,0.36,20.92,23.1,30.1,75.125,21.54583333,0.008333333,23.19583333,269.75
17-08-2019,30.13,106.65,38.17,28.28,0.39,22.83,23.4,29.7,72.70833333,21.0375,0,20.25,287.5
18-08-2019,37.59,117.62,53.18,23.81,0.54,17.89,23.7,28.7,81.58333333,22.25416667,0.258333333,17.62083333,283.4583333
19-08-2019,30.7,96.35,58.64,32.85,0.53,18.96,23.1,30.2,83.125,22.5,0.295833333,17.65,291.4166667
20-08-2019,49.91,125.24,53.99,34.58,0.54,18.46,24,29.9,78.41666667,22.0375,0.0625,20.1125,306.2916667
21-08-2019,44.13,122.7,30.42,44.83,0.42,22.13,23.2,28.2,83.33333333,22.09583333,0.366666667,22.05833333,292.9583333
22-08-2019,38.08,110.26,21.66,42.02,0.38,22.83,22.6,29.7,83.375,21.82916667,0.2375,23.55416667,294.9583333
23-08-2019,39.29,103.25,28.48,39.96,0.45,19.3,22.8,25.6,84.41666667,21.3,0.108333333,25.66666667,284.125
24-08-2019,26.37,86.65,22.87,42.88,0.36,22.85,22.7,29.2,75.58333333,20.70416667,0.004166667,26.56666667,276.9166667
25-08-2019,23.71,65.33,20.77,28.32,0.36,26.19,23,28.3,75.125,20.525,0.008333333,25.41666667,270.125
26-08-2019,23.56,84.85,25.98,29.05,0.37,24.69,22.6,28.5,71.91666667,19.67916667,0,27.02083333,261.6666667
27-08-2019,23.96,94.71,25,30.85,0.35,29.67,22.4,29.4,68.41666667,19.20833333,0,25.67916667,256.25
28-08-2019,24.93,85.1,26.72,30.04,0.33,30.58,22.4,29.7,69.25,19.54166667,0,22.24583333,253.5
29-08-2019,20.62,72.44,23.74,18.17,0.34,24.78,23.6,30,74,21.27916667,0.05,17.82083333,270.3333333
30-08-2019,26.16,53.83,23.42,26.83,0.34,21.68,23.5,29.7,80.45833333,22.13333333,0.2375,22.3375,269.3333333
31-08-2019,19.01,42.56,22.57,22.44,0.32,19.55,22.7,25.8,90.375,22.075,0.366666667,27.07916667,271.4166667
01-09-2019,18.01,32.45,21.1,23.4,0.31,18.01,22.1,24.5,92.25,21.68333333,0.845833333,28.725,259.375
02-09-2019,26.26,54.35,19.09,34,0.34,17.52,22,25.2,89.75,21.52083333,0.241666667,27.10416667,272.0833333
03-09-2019,23.39,47.5,19.98,31.45,0.35,17.8,22.2,25.9,90.91666667,21.9375,0.554166667,29.80833333,271.7916667
04-09-2019,16.53,32.69,19.41,26.37,0.34,18.47,22,26.2,91.91666667,21.75416667,0.820833333,29.79583333,264.625
05-09-2019,11.02,27.51,22.88,25.22,0.28,20.29,22.4,28.2,83.75,21.68333333,0.104166667,35.5375,262.2916667
06-09-2019,11.79,33.01,17.86,26.16,0.3,18.31,23,27.4,84.04166667,21.51666667,0.2125,36.2625,265.0833333
07-09-2019,13.94,34.67,21.24,25,0.27,16.33,22.6,26.2,87.79166667,21.68333333,0.554166667,36.09583333,262.4583333
08-09-2019,10.48,30.71,19.17,30.9,0.28,19.53,22.8,26.8,83.04166667,21.53333333,0.1125,33.65416667,259.2916667
09-09-2019,11.76,34.47,23.69,37.48,0.3,17.99,23.2,28.8,76.375,21.14166667,0.045833333,32.34166667,255.7916667
10-09-2019,13.38,51.77,22.61,26.72,0.29,19.9,22.6,28,76.70833333,20.90416667,0,29.95833333,253.5
11-09-2019,15.53,61.83,29.55,18.52,0.3,20.36,23,27.8,75.91666667,20.71666667,0.008333333,27.7875,261.375
12-09-2019,27.08,86.8,23.1,36.84,0.39,17.5,23.2,27.3,77.625,20.85833333,0.029166667,26.06666667,265.8333333
13-09-2019,15.67,54.6,18.86,39.9,0.31,19.54,22.4,27.2,81.66666667,21.42916667,0.016666667,26.13333333,258.625
14-09-2019,19.17,64.66,19.43,26.92,0.33,23.01,22.6,28.7,79.83333333,21.3625,0.120833333,22.7625,269.25
15-09-2019,34.02,84.58,28.74,35.92,0.54,23.16,22.8,28.9,78.70833333,21.44583333,0.041666667,21.59166667,280
16-09-2019,41.55,105.29,22.97,45.68,0.48,21.82,23.1,28.7,82.95833333,22.1,0.329166667,19.16666667,289.5416667
17-09-2019,41.57,97.89,20.67,28.2,0.37,22.17,22.9,28.5,85.625,22.39583333,0.316666667,16.65416667,295.0833333
18-09-2019,31.98,73.79,30.64,14.64,0.56,32.15,22.9,27.2,93.79166667,22.77916667,1.441666667,5.783333333,145.0833333
19-09-2019,23.62,49.53,25.06,5.12,0.61,25.08,22.3,27.9,90.875,22.375,0.545833333,12.42916667,143.9166667
20-09-2019,19.52,42.93,31.36,22.17,0.64,20.61,21.9,27.8,84.66666667,21.41666667,0.15,15.75833333,244.1666667
21-09-2019,26.07,71.35,23.57,38.6,0.6,26.54,21.9,28.9,85.45833333,22.23333333,0.108333333,9.4125,215.9583333
22-09-2019,24.73,54.04,22.76,6.25,0.49,31.07,23.1,29.2,87.04166667,22.725,0.458333333,9.683333333,169.0833333
23-09-2019,32.24,63.49,31.65,8.82,0.72,25.71,22,29.2,88.08333333,22.75,1.116666667,6.283333333,230.25
24-09-2019,29.77,47.71,25.92,5.95,0.53,29.66,22.5,28.2,90.33333333,22.63333333,0.966666667,8.820833333,137.875
25-09-2019,31.92,54.92,22.93,3.23,0.47,28.42,22.4,26.9,91,22.49166667,0.266666667,17.75833333,142.2916667
26-09-2019,16.16,36.27,16.52,2.75,0.4,22.54,22.3,27.7,86.70833333,21.90416667,0.116666667,22.22916667,151.7916667
27-09-2019,23.32,59.62,24.72,15.72,0.51,17.25,22.4,28.4,83.16666667,21.65,0.170833333,16.37916667,203.5833333
28-09-2019,30.5,70.28,24.45,18.65,0.53,24.32,22.4,28.5,83.91666667,21.85833333,0.016666667,14.22083333,206.5416667
29-09-2019,33.64,83.36,30.48,4.82,0.78,20.8,21.9,29,84.91666667,21.89583333,0.0875,14.09583333,180.125
30-09-2019,30.43,49.91,33.11,3.59,0.97,21.49,22.1,29,87,22.1625,0.429166667,12.09583333,184.7083333
01-10-2019,25.85,66.75,17.54,8.96,0.48,36.77,21.7,29.3,84.54166667,22.24166667,0.029166667,9.283333333,213.5833333
02-10-2019,27.13,70.48,20.49,11.79,0.44,26.63,22.5,29.5,81.375,21.94166667,0.0125,12.02916667,211.0416667
03-10-2019,36.45,106.24,35.33,10.6,0.57,21.63,22.3,29.5,83.08333333,22.1125,0.083333333,7.6125,215.4583333
04-10-2019,41.26,91.85,29.53,35.06,0.49,32.34,21.9,28.9,85.875,22,0.295833333,10.5375,272.1666667
05-10-2019,34.68,80.09,29.03,21.62,0.42,29.11,21.4,29,85.41666667,21.92083333,0.091666667,7.504166667,136.6666667
06-10-2019,48.4,91.49,37.13,17.36,0.72,31.13,21.7,28.6,87,21.9625,0.275,6.679166667,194.875
07-10-2019,47.96,89.58,23.71,13.74,0.51,39.45,21.2,29.1,85.70833333,21.6875,0.6875,6.4875,172.9583333
08-10-2019,52.57,72.64,17.99,7.07,0.51,37.71,21.6,28.6,86.375,21.9375,0.283333333,8.804166667,43.75
09-10-2019,52.14,73.81,26.53,9.13,0.73,33.78,21.3,28.3,85.83333333,21.74583333,0.275,5.8125,122.7916667
10-10-2019,35.07,56.34,29.45,8.45,0.63,30.1,20.8,28.8,87,21.52083333,0.608333333,5.841666667,133.6666667
11-10-2019,30.55,55.66,20.67,11.01,0.49,43.29,21.6,27.2,87.875,21.725,0.15,5.75,162.625
12-10-2019,28.35,67.55,23.94,8.98,0.51,45.77,21.5,28.4,87.25,21.69583333,0.291666667,7.729166667,128.7083333
13-10-2019,25.92,55.04,20.88,6.78,0.49,37.11,21.2,28.7,88.66666667,21.88333333,0.470833333,5.941666667,98.41666667
14-10-2019,39.66,62.74,17.49,11.4,0.42,36.02,21.6,29,85.83333333,21.95833333,0.1125,11.5625,70.5
15-10-2019,43.63,92.57,21.02,6.77,0.47,35.42,21.7,28.3,84.45833333,21.63333333,0.079166667,12.47083333,87.45833333
16-10-2019,46.2,64.14,19.11,4.46,0.48,45.77,21.9,27.4,88.75,21.76666667,0.191666667,10.8125,94.58333333
17-10-2019,36.99,78.82,21.93,4.24,0.51,30.71,21.3,26.3,91.625,21.77083333,0.079166667,13.075,109.9583333
18-10-2019,18.39,54.28,20.62,2.75,0.47,24.19,21.9,27.6,87.125,21.4,0.0625,18.85833333,115.2916667
19-10-2019,16.37,64.31,18.85,2.81,0.46,32.04,21.6,27,87.58333333,21.23333333,0.083333333,15.5375,103.9583333
20-10-2019,20.18,48.47,21.4,4.45,0.51,28.12,21.5,27.1,90,21.575,0.183333333,13.77083333,109.625
21-10-2019,15.49,52.57,20.49,2.05,0.44,29.9,21.5,25.6,92.25,21.72083333,0.254166667,12.63333333,96.08333333
22-10-2019,39.91,83.41,35.17,9.33,0.69,20.57,21.7,27.4,84.70833333,21.26666667,0.0375,5.5375,78.95833333
23-10-2019,42.07,91.36,22.29,12.52,0.53,22.61,21.8,27,87.75,21.4,0.145833333,12.85,293.75
24-10-2019,21.89,59.28,27.69,33.03,0.47,17.35,21.6,26.1,86.16666667,21.2125,0.0375,14.8875,273.5416667
25-10-2019,33.18,88.82,27.3,12.33,0.53,21.09,21.3,27.2,84.91666667,20.85833333,0.091666667,12.12083333,213.8333333
26-10-2019,18.27,69.52,22.77,2.73,0.51,20.99,21.5,27.4,81.875,20.7,0.0375,17.425,171.0416667
27-10-2019,28.75,71.22,18.54,9.8,0.44,27.47,21.7,28.3,86.45833333,21.4375,0.2,13.35416667,138.375
28-10-2019,51.09,109.81,24.88,6.28,0.56,27.61,21.1,28.1,86.125,21.64583333,0.075,15.4625,103.5
29-10-2019,35.88,67.41,28.3,3.89,0.63,24.78,21.4,27.9,88.58333333,21.74166667,0.133333333,14.00833333,97.70833333
30-10-2019,32.27,65.24,27.29,3.53,0.61,25.37,21.1,27.2,88.70833333,21.1875,0.241666667,15.09583333,116.125
31-10-2019,16.33,58.62,19.59,2.61,0.42,25.37,21.5,26.6,91.58333333,21.61666667,0.3375,14.53333333,116.5833333
01-11-2019,17.89,64.76,19.83,2.43,0.44,24.57,21.4,27.7,86.875,21.375,0.091666667,15.95,133.5833333
02-11-2019,28.04,82.01,26.01,3.51,0.52,28.02,21.1,28.5,85.54166667,21.33333333,0.075,12.02083333,110.0416667
03-11-2019,31.53,87.73,23.5,5.32,0.48,29.74,20.5,28.4,87.66666667,21.79583333,0.279166667,6.95,123.125
04-11-2019,57.01,125.65,28.61,18.77,0.49,38.09,21.1,29.4,80.79166667,21.05416667,0.0375,8.191666667,152.8333333
05-11-2019,74.74,157.48,42.43,33.67,0.64,38.92,21.5,29,77.29166667,20.4,0,10.92916667,125.25
06-11-2019,73.06,153.09,44.86,24.53,0.87,38.39,21.6,28.8,76.95833333,20.19166667,0,9.270833333,113.875
07-11-2019,67.86,137.79,34.51,10.95,0.62,39.07,20.9,28.8,75.70833333,19.90833333,0,10.2875,174.25
08-11-2019,71.58,124.32,29.69,12.85,0.56,40.05,21.1,28.5,76.75,20.0125,0,9.5125,128.3333333
09-11-2019,78.29,155.17,31.73,26.13,0.62,47.16,20.8,28.4,76.66666667,19.9625,0.004166667,10.4125,106.25
10-11-2019,64.03,114.2,23.22,25,0.46,59.29,19,28.6,74.58333333,18.5375,0,14.58333333,56.70833333
11-11-2019,57.53,118.61,31,9.24,0.56,39.15,19.1,28.1,76.08333333,18.75833333,0,15.325,66.75
12-11-2019,51.95,102.85,23.25,13.48,0.39,41.86,18.9,28,75.29166667,18.29583333,0,15.17083333,68.875
13-11-2019,58.58,120.11,30.08,8.31,0.49,46.5,18.5,27.4,75.29166667,17.85416667,0,14.64166667,84.58333333
14-11-2019,67.92,130.7,29.54,4.86,0.57,44.12,19.4,26.4,78.04166667,18.43333333,0.0125,13.8125,104.2083333
15-11-2019,70.63,143.23,35.83,6.77,0.65,41.54,20.8,25,87.04166667,20.07916667,0.104166667,10.75833333,103.0833333
16-11-2019,63.58,136.46,30.02,9.8,0.52,43.94,20.6,28.1,76.45833333,19.26666667,0,10.825,72.125
