Date,PM2.5,PM10,NO2,SO2,CO,Ozone,min_temp,max_temp,relativehumidity_2m (%),dewpoint_2m (°C),rain (mm),windspeed_100m (km/h),winddirection_100m (°)
01-01-2018,56.32,115.46,43.99,15.59,0.92,46.12,16.3,28.2,53.91666667,12.00833333,0,10.00833333,172.8333333
02-01-2018,64.01,119.89,33.24,9.19,0.63,61.1,17.8,27.9,45.83333333,10.075,0,13.125,95.625
03-01-2018,73.7,140.86,33.8,9.87,0.79,56.82,17.6,27.5,49.875,11.10416667,0,14.11666667,71
04-01-2018,76.6,155.77,35.73,14.89,0.72,70.88,16.5,27.1,47.08333333,9.104166667,0,12.8375,75.375
05-01-2018,74.92,159.18,37.6,14.38,0.75,68.01,15.4,27.3,46.29166667,8.4875,0,13.50833333,75.66666667
06-01-2018,71.8,137.22,46.02,15.46,0.82,63.22,15.4,27,46.79166667,8.6875,0,11.87916667,83.625
07-01-2018,70.45,137.1,49.46,15.8,0.93,61.22,16.2,27.1,48.75,9.45,0,12.7625,109.4583333
08-01-2018,73.7,136.38,34.11,8.58,1.09,70.16,14.7,26.7,51.04166667,9.733333333,0,16.42083333,102.2083333
09-01-2018,77.13,156.33,39.63,13.98,0.82,70.92,14.9,26.4,60.625,12.53333333,0,13.69166667,92.125
10-01-2018,72.62,151.79,38.12,13.92,1.35,78.12,17.2,28.3,58.33333333,13.38333333,0,15.74166667,91.66666667
11-01-2018,70.54,140.29,34.75,13.92,0.71,88.56,17.4,29.7,61.41666667,15.00416667,0,9.8875,76.41666667
12-01-2018,71.67,148.34,45.23,24.88,0.63,85.28,18,30.4,50.54166667,12.53333333,0,11.34583333,68.16666667
13-01-2018,64.64,137.9,32.77,28.04,0.69,87.52,17.4,30.4,48.41666667,11.3125,0,15.79583333,61.5
14-01-2018,66.05,114.01,26.45,17.24,0.55,79.57,17.2,30.8,45.95833333,10.89583333,0,14.82916667,82.16666667
15-01-2018,71.74,112.01,19.64,9.73,0.68,78.73,19.3,30,58.20833333,15.3375,0,11.7375,99.625
16-01-2018,60.09,115.73,27.44,11.07,0.63,64.67,18,29.7,51.79166667,12.41666667,0,13.05833333,60.375
17-01-2018,63.61,121.85,29.36,12.93,0.76,68.19,17.7,29.4,45.83333333,10.4625,0,14.19583333,75.41666667
18-01-2018,62.99,137.34,51.2,17.68,1.06,51.96,15.8,28.8,48.33333333,10.25,0,15.88333333,74.20833333
19-01-2018,53.91,126.92,38.93,20.22,0.56,66.35,15.1,28.7,43.95833333,7.920833333,0,12.7125,57.41666667
20-01-2018,58.31,130.04,47.76,25.86,0.96,78.05,15.3,28.3,40.66666667,6.5,0,10.89583333,72.95833333
21-01-2018,65.01,137.39,39.04,18.66,0.71,71.1,15.6,28.3,50.91666667,9.7125,0,13.92916667,111.0833333
22-01-2018,70.12,149.1,38.94,11.33,0.72,77.66,15.1,27.8,56.75,11.54166667,0,15.125,127.9583333
23-01-2018,66.37,135.02,35.79,8.36,0.55,69.98,16.1,28.6,56.29166667,12.02083333,0,13.35416667,188.5
24-01-2018,66.05,136.33,29.18,15.37,0.64,69.17,16.4,28.7,55.41666667,12.075,0,15.0125,274.8333333
25-01-2018,64.09,155.62,31.16,22.35,0.69,75.76,16.2,28.8,46.45833333,9.791666667,0,14.3875,192.7083333
26-01-2018,63.89,156.63,31.98,20.91,0.67,91.13,15.6,28.5,43,7.891666667,0,10.96666667,99.95833333
27-01-2018,67.53,157.28,38.94,16.53,0.7,81.97,14.3,28.2,45.58333333,8.916666667,0,12.54583333,93.45833333
28-01-2018,74.05,154.86,32.25,12.54,0.71,68.58,16.2,28.6,49.5,10.95833333,0,12.97083333,107.8333333
29-01-2018,70.22,150.94,32.56,10.17,0.65,70.13,15.8,28.9,50.91666667,10.81666667,0,16.11666667,98.04166667
30-01-2018,53.45,140.64,34.46,18.24,0.6,87.45,14.4,29,43.5,7.254166667,0,16.59583333,65.625
31-01-2018,44.71,121.15,32.94,20.26,0.69,70.03,15,30.4,36.58333333,5.5375,0,12.44583333,62.41666667
01-02-2018,50.27,135.5,58.35,34.26,0.74,57.22,16.2,30.8,32.79166667,5.245833333,0,13.70833333,58.83333333
02-02-2018,43.08,121.65,50.19,25.43,0.62,54.41,18,30.7,29.83333333,4.25,0,12.32083333,81.29166667
03-02-2018,47.93,135.98,40.14,10.5,0.7,66.78,15.4,30.1,36.66666667,6.258333333,0,17.8875,136.2916667
04-02-2018,44.43,125.4,31.37,11.93,0.52,70.91,15.2,30.2,34.58333333,5.241666667,0,17.1375,139.9166667
05-02-2018,45.11,126.23,30.62,8.46,0.52,68.75,15.6,30,43.75,8.341666667,0,18.92916667,130.0416667
06-02-2018,51.29,145.85,45.12,18.18,0.74,50.93,15.5,29.6,42.16666667,7.1375,0,15.20416667,126.7083333
07-02-2018,59.12,144.68,42.23,23.46,0.69,62.42,16.9,28.2,47.25,10.56666667,0,10.29166667,198.5
08-02-2018,51.32,124.01,60.87,32.94,0.9,41.78,18.3,31.2,47.125,11.55,0,7.845833333,232.5833333
09-02-2018,57.65,146.19,50.54,23.34,0.84,46.22,19.3,30.8,44.33333333,11.18333333,0,13.90416667,272.1666667
10-02-2018,55.29,127.07,38.36,14.32,0.69,40.33,19.1,29.5,50.16666667,13.2,0,13.78333333,128.1666667
11-02-2018,46.91,99.46,18.02,6.24,0.49,44.43,20.7,30.2,50.66666667,13.4875,0,23.2375,142.4583333
12-02-2018,52.98,96.73,18.04,4.86,0.45,40.53,18.8,30.3,60.45833333,15.24583333,0,22.24583333,144.5416667
13-02-2018,49.76,86.48,17.29,4.47,0.45,50.03,18.5,29.9,53.70833333,13.32916667,0,16.6,132.6666667
14-02-2018,55.84,111.62,27.49,8.05,0.59,51.73,18.6,30,53.20833333,12.75,0,17.33333333,110.9166667
15-02-2018,47.42,99.09,24.18,11.87,0.52,60.37,17.4,30.5,51.16666667,12.34166667,0,14.42916667,69.04166667
16-02-2018,45.73,103.8,28.67,18.59,0.51,59.51,17.8,30.8,40.5,9.241666667,0,14.55,92.41666667
17-02-2018,44.02,103.32,34.56,24.43,0.57,62.66,16.8,31.8,36.41666667,7.520833333,0,12.35,44.29166667
18-02-2018,58.19,119.56,33.18,13.82,0.71,71.91,18.7,32,35.91666667,8.108333333,0,11.1375,113.8333333
19-02-2018,52.48,112.91,33.43,9.69,0.61,65.28,18.1,31.6,46.91666667,12.1125,0,16.1625,136.2083333
20-02-2018,47.1,102,25.78,6.53,0.55,65.73,21,31.9,43.79166667,11.77083333,0,15.22083333,135.75
21-02-2018,59.39,131.78,35.97,7.06,0.71,55.79,19,31.4,46.04166667,12.3625,0,15.3375,131.0416667
22-02-2018,62.31,144.51,38.27,5.55,0.76,55.15,21.1,31.4,43.29166667,12.14583333,0,14.4375,132.125
23-02-2018,59.8,139.27,31.05,8.11,0.62,60.28,20,32.6,39.83333333,10.35,0,18.71666667,137
24-02-2018,47.5,120.85,33.29,8.03,0.57,49.82,19.7,32.1,38.33333333,9.095833333,0,21.45833333,127.7083333
25-02-2018,43.47,110.59,30.81,7.91,0.52,43.58,17.2,32.5,35.54166667,6.758333333,0,19.37083333,120.2083333
26-02-2018,53.25,130.75,59.41,9.7,0.9,46.8,17.2,33.8,30.04166667,5.470833333,0,15.84583333,128.0833333
27-02-2018,57.63,132.98,58.75,16.03,0.83,44.91,20,33.8,30.04166667,7.720833333,0,14.28333333,99.125
28-02-2018,62.32,136.21,57.66,11.16,0.87,49.94,19.1,34.5,33.5,7.858333333,0,12.35,102.2916667
01-03-2018,60.9,146.14,66.39,16.52,1.13,39.25,19.6,34.4,28.125,5.841666667,0,15.1375,144.4583333
02-03-2018,61.41,140.13,62.1,14.7,1.11,42.36,20.3,34.9,28,6.4625,0,15.40416667,147.0416667
03-03-2018,62.51,144.05,46.86,16.33,0.78,50.26,21.5,34.9,28.375,7.15,0,13.89583333,220.6666667
04-03-2018,62.84,142.39,47.43,12.23,0.89,52.94,22.3,35.3,25.70833333,6.3,0,18.15,181.0833333
05-03-2018,55.06,126.83,42.01,9.74,0.69,49.02,21.9,35.5,23.54166667,4.975,0,19.09166667,159.625
06-03-2018,53.39,117.18,31.23,12.12,0.64,61.7,22.1,35.2,24.66666667,5.304166667,0,18.72083333,154.9583333
07-03-2018,51.63,112.55,29.38,8.59,0.58,57.61,21.8,35.2,25.875,5.916666667,0,22.90833333,150.0833333
08-03-2018,55.31,125.11,38.1,7.4,0.68,48.91,21.9,35.1,22.83333333,4.295833333,0,20.02083333,149.75
09-03-2018,61.31,128.64,32.16,7.78,0.86,54.06,21.2,35.2,29.45833333,7.741666667,0,16.925,141.2083333
10-03-2018,71.84,150.81,39.59,9.42,0.9,54.9,20.7,35.4,35.875,10.475,0,14.8125,125.2083333
11-03-2018,55.35,113.69,21.77,7.25,0.56,61.02,22.4,33.4,37.20833333,11.44583333,0,14.34583333,130.5
12-03-2018,41.25,95.08,26.99,5.41,0.5,47.3,22.6,34.9,33.625,9.820833333,0,18.19583333,133.6666667
13-03-2018,45.41,101.76,28.31,6.41,0.57,45.07,20.3,35.4,38.04166667,11.05833333,0,16.77916667,142.5833333
14-03-2018,55.47,121.1,37.83,8.83,0.72,50.32,22.2,35.8,32.45833333,9.683333333,0,19.05,148.9166667
15-03-2018,55.37,136.56,31.22,15.46,0.59,49.6,26.4,33.6,35.95833333,12.30833333,0,18.20416667,198.625
16-03-2018,59.43,112.34,17.05,14.87,0.64,54.76,21.5,30.2,60.20833333,17.23333333,0.066666667,18.19583333,53.33333333
17-03-2018,52.69,77.57,17.04,5.69,0.55,48.5,19.7,29.6,70.125,17.69583333,0.075,14.92916667,107.1666667
18-03-2018,41.68,73.06,17.48,4.92,0.52,40.07,19.8,32.5,56.91666667,15.83333333,0,16.35416667,123.125
19-03-2018,51.47,104.27,29.79,5.21,0.59,49.92,20.4,34.2,46.41666667,13.72916667,0,16.04166667,148.125
20-03-2018,60.51,117.44,34.21,8.26,0.68,51.07,22.5,35,37.625,12.125,0,15.50416667,174.5
21-03-2018,64.15,137.04,34.21,19.77,1.09,49.59,23.9,35.3,37.66666667,12.775,0,18.64583333,216.875
22-03-2018,55.62,139.3,34.05,20.1,0.73,36.89,24.2,36,29.66666667,9.120833333,0,17.63333333,303.375
23-03-2018,57.12,146.85,36.91,17.94,0.81,42.25,21.1,36.3,27.04166667,7.7125,0,13.32083333,260.7916667
24-03-2018,59.91,147.78,42.43,26.5,0.8,47.44,21.6,36.9,33.33333333,10.35,0,10.92916667,119.2083333
25-03-2018,74.95,148.97,29.44,10.57,0.73,47.63,21.7,36.2,42.91666667,13.775,0,15.15833333,115.5
26-03-2018,66.31,133.87,26.75,7.25,0.71,47.21,22.7,36.5,42.58333333,14.325,0,13.075,113.625
27-03-2018,67.12,150.37,38.02,12.19,0.64,51.82,23.3,37.1,34.70833333,11.875,0,13.49583333,181.25
28-03-2018,59.96,134.9,32.61,10.76,0.62,49.89,24.4,37.5,34.16666667,12.62083333,0,15.9375,217.5416667
29-03-2018,66.88,151.23,36.28,9.89,0.76,44.76,24.2,38.1,37.70833333,13.0375,0,14.77083333,232
30-03-2018,65.96,136.27,32.46,13.45,0.62,34.85,23.6,37.6,42.41666667,14.5375,0,15.27083333,179.625
06-04-2018,39.49,109.73,19.24,6.44,0.18,60.04,23.8,35.3,56.04166667,18.125,0.120833333,16.7375,220.25
07-04-2018,37.03,88.9,34.1,11.83,0.47,44.33,22.8,34.4,64.125,18.79166667,0.166666667,9.229166667,145.375
08-04-2018,34.71,72.18,22.4,6.22,0.46,41.76,22.3,33,59.54166667,18.175,0.008333333,10.17083333,133.125
09-04-2018,45.56,111.89,33.06,8.09,0.74,42.7,22.3,33.2,48.20833333,15.15833333,0,14.3,136.625
10-04-2018,37.45,98.55,29.03,5.01,0.48,32.71,22.6,33.3,51.45833333,16.34583333,0,14.72916667,130.7083333
11-04-2018,32.58,82.01,23.53,7.93,0.34,27.94,22.3,34.2,54.08333333,17.39583333,0.020833333,11.2125,204.6666667
12-04-2018,42.24,106.25,30.16,8.96,0.53,36.91,22.9,34.8,49.33333333,16.75,0,8.245833333,197.7916667
13-04-2018,28.17,75.21,22.78,4.56,0.45,35.66,23.4,35.1,47,16.3,0.008333333,16.27916667,135.9583333
14-04-2018,27.9,77.75,24.43,4.74,0.49,33.55,24.1,34.9,51.83333333,17.90416667,0,11.0375,166.375
15-04-2018,33.88,78.78,23.92,8.76,0.52,25.65,24.7,33.9,56.08333333,19.14583333,0,15.2125,117.25
16-04-2018,49.66,116.99,33.03,12.87,0.81,34.58,24.1,36,50.45833333,18.2125,0.008333333,11.30833333,131.4583333
17-04-2018,38.31,97.84,30.11,7.42,0.59,38.66,25.5,37.5,40.83333333,16.1,0,11.8,144.0416667
18-04-2018,56.46,142.52,32.58,22.84,0.58,38.08,25.4,38.1,40.375,15.89583333,0,11.4,287.375
19-04-2018,53.32,143.71,44.92,16.33,0.65,29.53,25.2,39,33.70833333,13.325,0,12.13333333,248.4583333
20-04-2018,49.7,139.06,36.14,12.42,0.68,32.47,27,39.1,32,12.52916667,0,16.22083333,264.7916667
21-04-2018,49.67,134.82,35.71,9.59,0.62,31.02,24.8,38.8,33.91666667,12.17083333,0,13.975,109.625
22-04-2018,47.56,127.29,29.71,7.94,0.61,40.55,24.8,37.9,46.70833333,17.69583333,0,14.4,204.375
23-04-2018,36.52,101.51,22.21,5.92,0.38,42.26,26.9,37.7,37.625,15.19583333,0,13.95,208.7916667
24-04-2018,42.35,127.3,25.37,12.75,0.46,42.34,26.7,38.7,35.58333333,13.35833333,0,14.51666667,210.0833333
25-04-2018,37.96,98.91,17.89,5.09,0.45,44.46,24.7,37.3,44.375,15.625,0,15.28333333,149.7916667
26-04-2018,45.15,126.28,35.25,6.65,0.65,40.91,26.1,37.2,42.45833333,16.3,0.045833333,13.12916667,185.5833333
27-04-2018,42.59,105.87,22.52,5.65,0.45,43.35,25.4,38.1,40.91666667,15.42083333,0,17.1125,143.0416667
28-04-2018,39.2,106.62,24.7,6.7,0.37,37.06,24.9,37.1,38.16666667,14.24583333,0,14.52916667,196.5
29-04-2018,39.16,114.24,18.73,7.4,0.44,49.11,25.9,39.3,34.91666667,13.95,0,15.66666667,225.375
30-04-2018,46.91,127.11,31.94,14.57,0.59,38.49,27.6,40.7,28.375,11.425,0,17.4375,257.5833333
01-05-2018,48.43,141.22,21.77,7.4,0.49,37.99,27.2,39.8,31.54166667,12.87083333,0,15.70833333,175.2083333
02-05-2018,39.75,106.28,24.91,3.82,0.57,41.11,25.1,38.5,55.66666667,20.28333333,0.05,15.2875,135.875
03-05-2018,33.2,98.8,18.02,3.9,0.47,42.87,26.3,37.4,52.41666667,19.7,0.016666667,19.37083333,140.0416667
04-05-2018,23.62,76.19,27.03,8.35,0.43,43.03,24.1,36.3,58.875,19.95,0,13.49583333,168.2083333
05-05-2018,28.54,85.81,22.34,4.63,0.42,45.91,25.2,36.8,48.95833333,18.16666667,0,15.09166667,181.875
06-05-2018,36.78,102.09,26.35,6.58,0.43,34.59,26.4,36.8,44.58333333,17.44166667,0,17.3875,175.75
07-05-2018,34.95,112.58,18.69,9.74,0.39,43.87,26.7,37.9,39,16.16666667,0,11.69166667,219.7083333
08-05-2018,50.02,129.32,33.87,13.2,0.53,41.81,28.5,38.7,36.04166667,15.69583333,0,13.84166667,223.9166667
09-05-2018,45.93,112.44,30.67,7.35,0.48,37.13,28.1,38.6,39.08333333,16.6875,0,14.2375,166.2083333
10-05-2018,31.11,68.13,15.06,5.14,0.31,28.85,25.8,38,47.29166667,17.95,0.008333333,13.32916667,170
11-05-2018,35.53,102.19,21.63,6.02,0.4,51.32,28.3,38,38.625,16.42083333,0,15.64166667,208.7916667
12-05-2018,36.32,107.41,21.89,12.7,0.43,44.09,26.8,38.6,41.41666667,16.75,0.05,13.0375,222.1666667
13-05-2018,37.54,102.38,27.94,10.06,0.44,52.18,26,37.7,49.54166667,18.2625,0.058333333,12.425,213.2916667
14-05-2018,31.32,94.25,18.55,9.14,0.37,44.54,26.5,37.2,45.45833333,17.39166667,0.033333333,15.95,185.7916667
15-05-2018,26.23,58.15,15.81,4.37,0.4,40.48,25.8,36.5,49.66666667,18.375,0.020833333,16.09583333,218.2916667
16-05-2018,46.55,119.78,27.7,6.56,0.54,38.3,25.6,36.6,47.29166667,17.85,0,11.92916667,182.5
17-05-2018,54.24,140.09,42.36,11.3,0.7,29.93,25.3,38.3,49.375,18.46666667,0.0625,12.05416667,207.8333333
18-05-2018,46.84,124.99,31.6,9.96,0.48,33.97,26.1,37,56.33333333,20.025,0.058333333,13.84166667,251.2916667
19-05-2018,53.11,165.91,30.04,12.93,0.51,33.29,27.5,39.4,36.25,14.77916667,0,17.48333333,246.625
20-05-2018,51.85,158.92,18.24,5.61,0.44,55.28,27.4,38.8,39.58333333,16.35,0,18.3,198.5416667
21-05-2018,51.85,158.92,18.24,5.61,0.44,55.28,27.3,38.8,44.25,17.77916667,0.0125,16.97916667,163.1666667
22-05-2018,47.56,131.09,20.94,9.03,0.44,42.54,26.8,38.2,46.20833333,18.7875,0.025,10.14583333,182.8333333
23-05-2018,49.59,131.85,22.38,4.27,0.78,42.93,27.4,36.4,46.125,18.62916667,0,11.34166667,235.8333333
24-05-2018,41.88,112.74,25.83,6.32,0.52,40.2,26.6,37.8,50.08333333,19.35,0.075,15.34166667,216.4166667
25-05-2018,43.9,111.05,21.93,5.99,0.44,44.63,26.8,39.4,43.58333333,17.94583333,0.025,12.51666667,165.4583333
26-05-2018,25.26,82.48,17.66,3.04,0.38,30.68,26.4,38.4,46.58333333,18.76666667,0,16.35,142.9166667
27-05-2018,29.74,78.89,15.5,3.86,0.39,45.82,26.4,38.3,50.25,19.7125,0,11.87916667,117.5416667
28-05-2018,33.68,93.47,18.37,4.15,0.78,31.3,27.3,39.2,41.66666667,17.39166667,0.0125,13.31666667,164.125
29-05-2018,36.46,106.59,19.69,6.11,0.35,36.57,28.1,39.9,40.66666667,17.825,0.008333333,18.9125,223.0416667
30-05-2018,39.92,114.04,26.94,7.53,0.37,26.21,27.4,38,51.16666667,20.43333333,0.054166667,15.9625,271.125
31-05-2018,36.4,105.27,20.07,7.26,0.31,31.49,28.1,38,49.29166667,20.29166667,0,16.06666667,229.4583333
01-06-2018,48.56,118.55,28.51,8.28,0.27,36.23,25.2,35.7,68.29166667,22.25416667,0.454166667,9.279166667,217.0416667
02-06-2018,49.18,101.52,37.92,8.6,0.53,23.04,24.5,33.1,71.375,22.02916667,0.1375,11.91666667,251.9583333
03-06-2018,43.31,105.23,32.91,12.35,0.48,30.02,25,36,65.08333333,21.64166667,0.125,18.175,273.75
04-06-2018,42.95,100.19,30.58,8.35,0.44,36.54,25.2,35.8,62.33333333,21.20416667,0.029166667,17.7125,298.125
05-06-2018,38.4,98.73,32.87,7.67,0.54,31.67,25.6,35.7,66.41666667,22.12916667,0.2625,16.44166667,276.7083333
06-06-2018,45.4,104.42,38.54,9.02,0.55,23.49,25.1,32.8,67.70833333,22.16666667,0.420833333,18.15416667,271.2083333
07-06-2018,24.25,62.44,20.36,13.18,1.36,35.22,23.9,30.3,85.66666667,23.3125,0.525,23.40833333,271.2083333
08-06-2018,23.44,53.64,18.14,8.74,1.3,28.13,23.8,29,79.16666667,22.00833333,0.0375,22.42083333,262.7916667
09-06-2018,27.21,65.5,22.47,7.81,1.32,22.48,24,31.1,78.875,22.15416667,0.316666667,23.97083333,272.75
10-06-2018,20.16,51.4,17.55,8.16,1.29,15.2,23.5,28.9,79.58333333,22,0.125,34.12916667,263.4166667
11-06-2018,28.65,80.94,21.69,9.51,1.36,11.21,23.7,30.2,73.79166667,21.50833333,0.079166667,34.7625,272.2916667
12-06-2018,34.25,105.31,27.66,10.42,1.37,8.76,24.5,32.1,70.41666667,21.48333333,0.05,33.02916667,266.0833333
13-06-2018,45.67,135.3,21.8,10.07,1.3,10.94,24.4,32.9,63.20833333,20.45416667,0,33.05,265.7916667
14-06-2018,57.42,120.66,25.29,9.3,1.31,10.02,24.5,32,62.91666667,20.10416667,0,29.84166667,268.2083333
15-06-2018,33.03,117.97,21.34,12.01,1.32,11.2,24.3,33.9,63.5,20.52916667,0.025,26.9,268.75
16-06-2018,24.99,88.85,15.87,10.02,1.27,13.41,24.3,33.4,60.33333333,19.6875,0,29.37916667,268.7916667
17-06-2018,27.26,91.23,15.77,10.58,1.24,11.75,24.5,32.9,62.08333333,19.80833333,0.016666667,31.4375,266.875
18-06-2018,17.36,66.8,15.13,10.47,1.18,13.41,23.9,31,69.125,20.32916667,0.054166667,30.60416667,261.5416667
19-06-2018,12.53,45.55,16.46,8.59,0.76,16.71,23.8,32.6,66.79166667,20.7,0.0375,25.4,253.8333333
20-06-2018,10.95,52.23,22.83,8.85,0.28,19.44,24.6,35.1,60.66666667,20.5,0,18.74583333,240.2916667
21-06-2018,12.47,59.94,18.43,8.21,0.2,20,25,34.8,66.375,21.32083333,0.254166667,16.22916667,227.8333333
22-06-2018,26.75,61.38,23.73,5.44,0.17,19.98,23.2,30.2,79.875,22.44583333,0.483333333,14.59583333,258.625
23-06-2018,32.7,64.62,23.9,8.53,0.21,17.66,22.8,27.9,87.08333333,22.33333333,0.595833333,18.10416667,262.9166667
24-06-2018,20.51,57.44,20.29,9.43,0.23,12.12,23.2,30.6,70.75,20.52083333,0,27.14583333,263.1666667
25-06-2018,19.31,62.56,17.84,10.46,0.16,11.23,23.6,31.6,70.08333333,20.6875,0.016666667,31.725,258.2916667
26-06-2018,17.28,57.51,18.4,8.81,0.14,10.58,23.9,30.7,73.875,21.05,0.3375,31.0375,261.1666667
27-06-2018,17.68,62.1,19.43,8.2,0.15,10.34,23.9,29.4,71.66666667,20.6625,0.016666667,28.02916667,264.3333333
28-06-2018,20.43,68.85,18.97,10.11,0.22,11.83,23.1,28.5,77.79166667,20.93333333,0.041666667,24.19166667,253.375
29-06-2018,22.32,84.38,15.89,13.85,0.29,11.34,23.4,29.9,71.91666667,20.525,0,21.25416667,245.375
30-06-2018,24.76,84.98,17.79,12.32,0.31,13.86,23.7,31.4,68.41666667,20.49166667,0.016666667,19.09166667,260.9583333
01-07-2018,20.26,67.41,19.2,11.64,0.25,15.63,24.1,30.9,64.58333333,19.90833333,0.004166667,19.88333333,260.3333333
02-07-2018,19,65.08,17.12,11.34,0.15,14.64,24.1,31.8,66.375,20.53333333,0.016666667,22.56666667,257.1666667
03-07-2018,18.58,62.81,17.41,8.69,0.09,11.23,23.8,29.6,70.375,20.34583333,0,28.77083333,262.2083333
04-07-2018,16.71,79.06,16.42,8.9,0.06,9.66,24,30.3,68.66666667,20.17916667,0.008333333,32.49583333,260.4166667
05-07-2018,18.81,69.12,19.09,9.65,0.11,9.43,23.4,29.7,71.41666667,20.25833333,0.045833333,34.1,265.375
06-07-2018,30.29,72.67,22.92,7.39,0.3,10.29,22.5,30.1,80.25,21.35,0.3625,27.69166667,275.5416667
07-07-2018,34.01,86.27,24.39,9.85,0.27,9.79,23.2,26.7,86.91666667,21.7375,0.391666667,29.2875,280.75
08-07-2018,32.87,85.87,25.86,9.11,0.18,8.2,22.5,26.5,91.125,21.95833333,0.754166667,31.70416667,280.5833333
09-07-2018,23.27,54.73,28.16,8.51,0.04,7.99,21.9,24.1,93.25,21.73333333,1.558333333,28.72083333,274.875
10-07-2018,21.88,51.62,16.21,8.37,0.05,9.69,22.1,26.3,88.16666667,21.55,0.55,33.29583333,265.875
11-07-2018,21.75,55.53,18.8,6.16,0.24,9.61,22.9,27.2,84.125,21.34583333,0.341666667,32.62916667,263.5416667
12-07-2018,12.81,19.84,14.48,4.4,0.2,9.48,22.2,24.3,90.95833333,21.33333333,0.791666667,37.3875,263.9166667
13-07-2018,15.46,39.89,12.83,7.27,0.24,9.84,22.3,28,85.375,21.49166667,0.254166667,34.49166667,267.25
14-07-2018,28.93,73.36,20.23,11.83,0.28,9.45,22.2,25.1,91.58333333,21.92916667,0.641666667,30.2375,265.2083333
15-07-2018,18.22,51.66,19.89,7.37,0.2,7.7,22.3,26.4,87.75,21.62083333,0.633333333,35.76666667,264.25
16-07-2018,13.25,22.68,14.12,6.53,0.23,8.01,22.5,25.6,87.58333333,21.36666667,0.458333333,39.50416667,261.1666667
17-07-2018,14.54,35.06,11.82,5.9,0.22,5.82,22.7,29.4,77.875,21.05,0.108333333,37.9625,264.9166667
18-07-2018,20.41,67,11.51,8.1,0.24,6.46,23.4,29.3,73.79166667,20.70833333,0.0125,34.73333333,268.8333333
19-07-2018,17.86,53.22,13.41,8.2,0.22,6.13,22.9,29.8,74.45833333,20.975,0.0125,33.74583333,269.6666667
20-07-2018,17.89,45.61,13.82,10.08,0.26,6.59,22.5,25.7,86.04166667,21.51666667,0.554166667,34.50833333,266.4166667
21-07-2018,26.7,73.09,12.51,7.94,0.3,6.57,21.8,26.5,84.29166667,21.23333333,0.283333333,32.91666667,266.625
22-07-2018,26.4,69,11.9,7.22,0.24,6.37,22.6,27.4,77,20.41666667,0.004166667,33.74583333,268.375
23-07-2018,23.08,71.09,12.3,7.01,0.24,5.86,22.9,28.3,75,20.50833333,0.008333333,30.34166667,262.6666667
24-07-2018,18.06,63.36,11.25,7.12,0.23,5.83,23,29.3,74.33333333,20.73333333,0.041666667,28.7125,262.75
25-07-2018,22.7,78.12,10.92,9.4,0.23,6.1,23.4,29.3,70.75,20.14166667,0,30.69583333,268.1666667
26-07-2018,18.41,65.75,11.89,8.56,0.25,5.51,22.9,28.9,72.33333333,20.075,0.016666667,31.07083333,267
27-07-2018,15.79,55.16,10.5,6.08,0.21,6.05,23.1,28.3,74,20.37083333,0.0625,30.69166667,263.375
28-07-2018,27.2,82.97,14.14,9.64,0.28,5.38,22.8,29.2,71.04166667,20.20416667,0,28.70833333,270.4583333
29-07-2018,38.78,109.37,12.79,10.92,0.29,5.99,22.8,29.4,69.58333333,19.94583333,0,28.45833333,277.7916667
30-07-2018,38.49,137.83,13.56,11.04,0.28,5.55,22.7,29.6,69.5,20.025,0.004166667,27.7875,274.7083333
31-07-2018,25.6,99.15,11.61,9.4,0.23,5.78,22.7,29.2,68.70833333,19.6625,0.0125,30.21666667,270.6666667
01-08-2018,28.46,91.95,9.78,6.64,0.24,6.45,22.8,29,70.5,19.99166667,0.016666667,30.925,270.7916667
02-08-2018,34.31,97.62,11.2,7.1,0.29,5.99,23,30.3,70.58333333,20.37083333,0.025,28.26666667,276.7916667
03-08-2018,41.43,132.61,13.74,7.3,0.26,5.92,23.1,30,69.08333333,20.01666667,0.008333333,28.80416667,283.2916667
04-08-2018,28.1,108.29,11.61,8,0.26,5.5,23,30.4,70.91666667,20.275,0.0375,29.03333333,278.5833333
05-08-2018,27.05,82.37,10.8,8.82,0.25,6.18,23,29.3,68.16666667,19.54166667,0.025,30.69166667,280.9166667
06-08-2018,31.78,101.15,11.65,8.01,0.26,6.19,23,28.3,68.95833333,19.6375,0.0375,32.2625,280.9583333
07-08-2018,25.75,75.46,12.94,9.07,0.28,5.28,23.2,28.6,67.45833333,19.10833333,0.020833333,32.25833333,281.4583333
08-08-2018,23.39,68.74,11.7,8.51,0.29,5.61,21.9,25.9,84.45833333,20.70416667,0.454166667,30.02916667,267.4583333
09-08-2018,22.17,46.65,12.48,7.55,0.32,5,22.4,29.7,74.66666667,20.50416667,0.025,27.3625,273.125
10-08-2018,25.42,55.22,12.82,7.38,0.26,5.21,22.1,28.3,73.875,20.1375,0.133333333,31.33333333,284.25
11-08-2018,24.25,48.63,11.93,6.71,0.31,4.26,22.2,25.4,89.58333333,21.30416667,1.1625,37.875,280.4583333
12-08-2018,18.14,52.48,11.98,5.53,0.24,4.7,21.8,24.9,87,20.77083333,0.741666667,37.7875,277.0416667
