Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
01-01-2018,0,18.30263158,33.07631579,36.72894737,80.89473684,0,5.418918919
02-01-2018,0,18.43947368,33.39736842,36.76315789,90.16578947,0,5.656756757
03-01-2018,0,17.51315789,32.78157895,39.24473684,93.28947368,0,5.964864865
04-01-2018,0,15.21315789,32.13157895,32.24210526,87.92105263,0,5.286486486
05-01-2018,0,14.74473684,31.29736842,29.91578947,84.69210526,0,5.856756757
06-01-2018,0,14.51842105,31.89473684,26.02631579,87.06578947,0,6
07-01-2018,0,15.07368421,31.77631579,33.08947368,91.21315789,0,5.813513514
08-01-2018,0,15.86315789,30.23763158,37.81315789,93.52894737,0,5.310810811
09-01-2018,0,16.37631579,30.50263158,38.03947368,91.57894737,0.002702703,7.189189189
10-01-2018,0,16.65,31.10789474,32.79473684,91.67105263,0,7.543243243
11-01-2018,0,18.02105263,32.90789474,38.92368421,90.11578947,0,5.886486486
12-01-2018,0,19.20263158,33.50789474,40.45526316,94.93421053,0,5.178378378
13-01-2018,0,18.56315789,33.86578947,38.02631579,95.00789474,0,4.327027027
14-01-2018,0,19.30789474,34.15,32.04736842,95.54210526,0,4.983783784
15-01-2018,0,20.71842105,33.27631579,44.22631579,95.3,0,4.602702703
16-01-2018,0,19.11842105,33.07894737,44.87894737,94.42368421,0,5.894594595
17-01-2018,0,18.26578947,33.12105263,35.18947368,94.75,0,6.532432432
18-01-2018,0,17.05,32.74473684,35.42368421,95.56578947,0,5.210810811
19-01-2018,0,16.47631579,32.38684211,39.07105263,94.74210526,0,5.067567568
20-01-2018,0,16.88157895,32.43684211,39.12368421,94.19473684,0,5.667567568
21-01-2018,0,16.38157895,31.75526316,39.48421053,95.02368421,0,4.740540541
22-01-2018,0,16.32894737,31.97894737,37.29473684,92.59210526,0,5.843243243
23-01-2018,0,16.43157895,31.47368421,35.55,91.97631579,0,6.175675676
24-01-2018,0,17.77894737,31.95526316,39.06052632,91.9,0,6.743243243
25-01-2018,0,17.98157895,32.30526316,45.72368421,92.30789474,0,5.972972973
26-01-2018,0,16.39736842,32.79473684,38.02368421,89.98947368,0,5.189189189
27-01-2018,0,17.97631579,33.2,31.26578947,94.72105263,0,6.108108108
28-01-2018,0,18.30789474,32.53947368,37.95789474,92.32894737,0,4.245945946
29-01-2018,0,17.80789474,32.84473684,35.77894737,95.17631579,0,5.951351351
30-01-2018,0,17.69473684,32.67368421,35.95789474,92.21315789,0,5.078378378
31-01-2018,0,16.38684211,33.12631579,32.72631579,92.09736842,0,5.754054054
01-02-2018,0,14.79473684,34.69473684,19.41842105,90.33157895,0,6.816216216
02-02-2018,0,14.34210526,34.52105263,15.47105263,85.65263158,0,8.491891892
03-02-2018,0,15.59736842,34.53157895,21.69210526,89.85263158,0.024324324,6.959459459
04-02-2018,0,14.77631579,33.35789474,33.62631579,89.78421053,0,8.07027027
05-02-2018,0,15.52105263,32.95789474,30.65263158,92.21315789,0,8.097297297
06-02-2018,0,16.88421053,32.51315789,36.48157895,92.22631579,0,7.82972973
07-02-2018,0,17.01315789,33.64210526,31.86578947,91.70263158,0,7.905405405
08-02-2018,0.013157895,20.19473684,31.04473684,40.47894737,86.91578947,0.002702703,6.105405405
09-02-2018,0,22.02105263,35.21842105,28.86578947,93.42894737,0.002702703,6.178378378
10-02-2018,0,21.46842105,34.81578947,41.48684211,94.04736842,0,6.775675676
11-02-2018,0.007894737,22.32631579,33.88947368,41.54473684,91.56578947,0,6.913513514
12-02-2018,0,20.24736842,30.17894737,56.96052632,93.93947368,0.054054054,8.597297297
13-02-2018,0,20.20263158,33.11842105,40.15,94.62368421,0.032432432,9.278378378
14-02-2018,0.007894737,17.90789474,32.77368421,39.76052632,92.25263158,0,8.667567568
15-02-2018,0,16.28684211,33.64473684,30.73157895,83.71315789,0.043243243,8.875675676
16-02-2018,0,18.46315789,34.07368421,31.22894737,91.20263158,0,5.556756757
17-02-2018,0,18.4,34.67631579,29.85,93.23684211,0,6.443243243
18-02-2018,0,19.82631579,34.81052632,29.52894737,95.32105263,0,6.783783784
19-02-2018,0,19.88421053,34.8,34.54210526,94.42894737,0,7.251351351
20-02-2018,0,19.29736842,34.47368421,39.70789474,94.58421053,0.010810811,8.797297297
21-02-2018,0,19.5,35.31842105,39.34473684,94.42894737,0,7.467567568
22-02-2018,0,20.26578947,35.26315789,36.64736842,73.24473684,0,6.713513514
23-02-2018,0,19.13947368,35.69210526,32.04210526,92.56842105,0,6.035135135
24-02-2018,0,17.55526316,35.16315789,33.73947368,94.18947368,0,8.337837838
25-02-2018,0,15.76578947,34.63947368,28.39736842,91.55,0.016216216,9.835135135
26-02-2018,0,16.63421053,35.85526316,21.09473684,83.47105263,0.045945946,7.816216216
27-02-2018,0,18.13684211,37.22894737,19.47894737,76.45263158,0,6.389189189
28-02-2018,0,19.5,37.50789474,25.44210526,83.16052632,0,5.82972973
01-03-2018,0,19.27894737,37.68684211,25.07894737,85.63421053,0,6.472972973
02-03-2018,0,19.04736842,37.31578947,24.28947368,84.97631579,0,5.710810811
03-03-2018,0,19.30789474,37.49473684,24.86052632,85.00526316,0.305405405,7.194594595
04-03-2018,0,18.84473684,38.04210526,19.12105263,84.12894737,0,8.4
05-03-2018,0,18.50526316,37.15263158,22.00526316,89.51578947,0,8.291891892
06-03-2018,0,17.8,37.21842105,23.53157895,82.89210526,0.075675676,9.691891892
07-03-2018,0,19.97631579,36.58947368,29.38421053,92.92105263,0.064864865,7.835135135
08-03-2018,0,18.71315789,36.47631579,30.92631579,86.64210526,0,5.897297297
09-03-2018,0,20.51315789,36.55,27.60789474,92.81842105,0.02972973,7.740540541
10-03-2018,0,21.76578947,36.78684211,31.94473684,92.71315789,0.12972973,6.821621622
11-03-2018,0,21.25263158,36.97368421,33.19736842,91.99736842,0,6.943243243
12-03-2018,0,21.11842105,36.65526316,31.06578947,93.43421053,0,7.991891892
13-03-2018,0,20.32894737,36.11052632,38.17368421,93.98947368,0,6.875675676
14-03-2018,0,19.90263158,37.54210526,28.27894737,91.44210526,0,6.097297297
15-03-2018,0,24.17894737,36.92631579,37.78157895,93.48157895,0.227027027,8.497297297
16-03-2018,0,24.18421053,36.73421053,35.43684211,94.29736842,0.191891892,9.610810811
17-03-2018,9.257894737,21.64210526,34.00789474,49.97894737,93.86842105,0.032432432,7.87027027
18-03-2018,0.207894737,20.81315789,31.19736842,63.67894737,95.93947368,0,7.524324324
19-03-2018,0,19.73947368,36.77631579,33.18421053,93.38157895,0,8.008108108
20-03-2018,0,21.94736842,36.91052632,29.05,92.85789474,0,5.72972973
21-03-2018,0,23.07894737,36.55526316,30.19736842,95.10789474,0,6.124324324
22-03-2018,0,23.59473684,36.97631579,37.59473684,93.66842105,0,7.543243243
23-03-2018,0.013157895,23.39210526,37.93684211,37.60789474,95.26578947,0.07027027,6.589189189
24-03-2018,0,24.35,38.76052632,26.06842105,94.73421053,0,6.424324324
25-03-2018,0,24.27105263,37.96842105,38.15,94.71578947,0.154054054,7.321621622
26-03-2018,0,23.98947368,35.97105263,49.67631579,92.78421053,0.086486486,7.416216216
27-03-2018,0,22.96842105,36.80789474,39.14210526,95.05263158,0,6.727027027
28-03-2018,0,23.26315789,37.71315789,28.36578947,94.65789474,0.327027027,6.721621622
29-03-2018,0,25.15789474,37.75789474,40.37105263,92.76052632,0.372972973,7.567567568
30-03-2018,0,25.45263158,38.11052632,39.63947368,95.05789474,0.613513514,8.883783784
31-03-2018,0.015789474,25.38684211,37.96052632,42.46315789,94.68684211,0.443243243,9.037837838
01-04-2018,0.113157895,24.18947368,36.98421053,48.17894737,92.62894737,0.224324324,9.132432432
02-04-2018,2.881578947,21.01052632,37.64473684,43.61578947,87.25263158,0.37027027,14.57027027
03-04-2018,0.434210526,24.34473684,36.19736842,47.76842105,94.23157895,0.313513514,10.15675676
04-04-2018,0,24.75789474,37.35526316,40.63684211,92.96842105,0,8.243243243
05-04-2018,0,22.95526316,37.06052632,43.67894737,92.41315789,0.005405405,10.55945946
06-04-2018,0,23.85263158,37.15,41.59473684,93.46578947,0.27027027,8.791891892
07-04-2018,0.013157895,24.21315789,37.26052632,40.68947368,89.82894737,0.021621622,8.681081081
08-04-2018,1.881578947,21.94473684,37.77894737,38.41578947,83.70526316,0.045945946,13.20540541
09-04-2018,0.35,22.44210526,35.60526316,33.27368421,90.80526316,0.032432432,10.94054054
10-04-2018,0.039473684,23.25526316,36.88684211,38.67368421,90.56052632,0.435135135,10.13513514
11-04-2018,0,23.47105263,37.44473684,32.89210526,92.85263158,0.097297297,9.710810811
12-04-2018,0,24.38947368,37.87105263,30.45,87.92368421,0,9.048648649
13-04-2018,0.026315789,24.81315789,37.85789474,34.05526316,91.48684211,0.02972973,9.859459459
14-04-2018,0.026315789,25.23157895,38.23157895,36.24736842,92.26052632,0.478378378,10.88918919
15-04-2018,0.026315789,26.79473684,38.43421053,36.00526316,85.81842105,0.089189189,9.727027027
16-04-2018,0,25.10789474,37.77631579,35.98947368,88.84736842,0.108108108,8.716216216
17-04-2018,0.336842105,25.67631579,39.46842105,31.56315789,88.75,0.027027027,8.132432432
18-04-2018,0,26.4,39.57368421,33.67894737,87.09210526,0.002702703,8.821621622
19-04-2018,0.060526316,27.04210526,40.21052632,30.32368421,86.56052632,0.454054054,9.943243243
20-04-2018,0,27.36315789,40.71052632,31.98421053,87.45526316,0.443243243,10.07567568
21-04-2018,0.152631579,26.77631579,41.78421053,31.71578947,85.57105263,0.245945946,11.74054054
22-04-2018,0,27.21578947,41.47105263,36.15526316,83.92368421,0.578378378,10.08918919
23-04-2018,0,26.81052632,41.21052632,35.08157895,83.02105263,0.186486486,11.01891892
24-04-2018,0,28.08421053,41.54473684,31.74473684,81.38157895,0.362162162,9.4
25-04-2018,0.760526316,24.55789474,40.95789474,33.45526316,77.68947368,0.12972973,16.37837838
26-04-2018,0,26.11315789,41.00789474,31.03947368,85.07105263,0.067567568,9.383783784
27-04-2018,0,26.56842105,41.42894737,30.05526316,85.95526316,0.662162162,10.89459459
28-04-2018,0,26.37894737,41.43947368,29.78947368,84.38684211,0.327027027,10.3
29-04-2018,0,26.36315789,40.89473684,29.75263158,85.46842105,0.502702703,11.10540541
30-04-2018,0,27.09473684,40.26842105,35.29166667,85.66111111,0.926666667,12.55333333
01-05-2018,0.052631579,28.6,42.19736842,32.32105263,84.11315789,0.867567568,14.45945946
02-05-2018,0.747368421,24.60789474,41.95789474,36.09210526,84.73947368,0.424324324,19.41081081
03-05-2018,0,27.3,40.78157895,37.61578947,82.79210526,0.686486486,11.76216216
04-05-2018,14.08421053,21.83947368,34.21315789,57.10789474,94.8,0.132432432,17.24054054
05-05-2018,0.007894737,26.29473684,37.10789474,43.13947368,93.08947368,0.002702703,7.510810811
06-05-2018,0,26.11578947,40.80789474,36.49473684,88.65263158,0.12972973,8.867567568
07-05-2018,0,26.26578947,40.94473684,32.84473684,87.83684211,0.237837838,8.694594595
08-05-2018,0,27.32368421,42.31315789,28.14473684,85.16315789,0.132432432,9.359459459
09-05-2018,0,27.72105263,42.58157895,29.71052632,84.52894737,0.375675676,9.864864865
10-05-2018,0.728947368,27.23684211,40.49736842,40.42631579,81.94736842,0.175675676,12.64594595
11-05-2018,0,27.01842105,40.98947368,37.29473684,85.08157895,0.302702703,9.140540541
12-05-2018,0,28.20526316,41.95789474,32.63421053,82.77368421,0.527027027,10.11081081
13-05-2018,0.026315789,27.76578947,41.81842105,34.62105263,80.44736842,0.243243243,11.68918919
14-05-2018,0,26.08421053,41.9,31.63157895,76.59473684,0.008108108,15.24324324
15-05-2018,6.436842105,23.87105263,40.58947368,35.77105263,84.74210526,0.251351351,16.94864865
16-05-2018,0,26.02368421,38.31578947,38.87631579,82.98421053,0.059459459,8.562162162
17-05-2018,0,26.37105263,40.60263158,34.47368421,84.99736842,0.086486486,7.664864865
18-05-2018,0,26.75263158,40.05526316,36.58157895,83.07105263,0.445945946,10.31891892
19-05-2018,0,27.87894737,41.53421053,30.38684211,76.97368421,0.124324324,9.105405405
20-05-2018,0,27.19210526,42.52894737,29.12368421,77.98947368,0.224324324,11.90540541
21-05-2018,0,27.67105263,41.86052632,32.56578947,78.47105263,0.678378378,10.52432432
22-05-2018,0,28.87105263,40.84473684,35.24473684,76.23157895,0.654054054,11.22162162
23-05-2018,0,28.01052632,41.27631579,32.30789474,77.39736842,0.4,8.581081081
24-05-2018,1.563157895,25.71842105,40.13947368,38.23421053,82.53157895,0.040540541,11.83783784
25-05-2018,0,27.30263158,39.7,39.61315789,81.15789474,0.148648649,8.951351351
26-05-2018,0,27.02368421,39.10789474,43.13684211,84.82105263,0.964864865,10.44864865
27-05-2018,0,27.59736842,39.53684211,39.72894737,80.48421053,0.072972973,10.33513514
28-05-2018,0,27.62368421,40.66052632,36.8,78.15526316,0.272972973,8.859459459
29-05-2018,0,27.29210526,40.70263158,38.66842105,82.02631579,0.427027027,10.37567568
30-05-2018,0,29.34473684,43.52105263,23.16842105,80.87894737,0.2,11.33783784
31-05-2018,0,29.82368421,43.07631579,29.44210526,78.63421053,0.278378378,11.81081081
01-06-2018,0,28.46842105,40.54736842,42.97631579,71.98947368,0.072972973,13.14324324
02-06-2018,7.705263158,27.28947368,41.25263158,37.75263158,87.97105263,0.321621622,10.96486486
03-06-2018,40.18684211,24.04210526,31.49210526,72.37631579,95.51052632,0,9.443243243
04-06-2018,0.094736842,27.5,39.00789474,42.54210526,84.80789474,0.016216216,7.681081081
05-06-2018,0.015789474,27.61315789,40.85789474,35.61315789,80.36052632,0,8.735135135
06-06-2018,0.35,27.60526316,40.02631579,41.89473684,80.43947368,0.051351351,9.075675676
07-06-2018,3.984210526,25.31315789,36.20526316,56.21842105,90.71052632,0.148648649,10.97027027
08-06-2018,0.394736842,26.91052632,35.93684211,53.82894737,85.17105263,0.683783784,10.34864865
09-06-2018,0.681578947,27.1,36.81315789,50.13157895,83.17894737,0.47027027,12.13243243
10-06-2018,18.03421053,24.62105263,35.86842105,56.39210526,94.46842105,0.4,11.2972973
11-06-2018,2.897368421,26.06842105,35.93157895,58.06052632,91.17631579,0.216216216,12.74864865
12-06-2018,17.48947368,24.23421053,33.61578947,66.96315789,95.52894737,0,12.31621622
13-06-2018,1.307894737,25.58157895,34.56315789,65.9,95.16842105,0.072972973,10.52972973
14-06-2018,0.007894737,27.68421053,37.23684211,49.28947368,84.12631579,0.024324324,12.65675676
15-06-2018,0,27.32368421,37.50789474,43.91578947,85.15263158,0.259459459,11.66486486
16-06-2018,0.013157895,27.82631579,39.43157895,38.17631579,72.27894737,0.513513514,9.872972973
17-06-2018,0,28.51578947,39.42894737,35.48157895,68.42368421,0.056756757,11.61081081
18-06-2018,0,28.42105263,38.84210526,31.05263158,60.95526316,0.575675676,12.93783784
19-06-2018,0.113157895,28,38.07631579,34.98157895,67.96315789,0.316216216,14.39459459
20-06-2018,0.007894737,28.13157895,38.60789474,36.66842105,72.99736842,0.178378378,12.47837838
21-06-2018,0.263157895,28.45789474,39.59210526,34.47368421,75.57631579,0.145945946,10.91351351
22-06-2018,1.573684211,26.77631579,39.96052632,38.12894737,85.59473684,0.045945946,11.78648649
23-06-2018,20.95526316,24.66052632,36.40789474,53.89210526,93.71842105,0.067567568,11.68648649
24-06-2018,0.215789474,26.71842105,34.59473684,64.10263158,91.16315789,0.054054054,7.705405405
25-06-2018,0.015789474,28.33947368,36.41315789,51.58421053,75.28157895,0.024324324,10.45135135
26-06-2018,0.028947368,28.09736842,37.13947368,45.09210526,68.48684211,0.189189189,12.92702703
27-06-2018,0.060526316,26.61315789,36.72368421,45.99736842,82.38421053,0,14.17567568
28-06-2018,37.57368421,23.46842105,35.42368421,50.71842105,95.46315789,0.002702703,12.2
29-06-2018,0.736842105,24.5,30.25263158,80.35,96.77894737,0.027027027,6.07027027
30-06-2018,0.139473684,26.58684211,34.74210526,62.65,93.17368421,0,5.832432432
01-07-2018,0.139473684,25.61052632,36.68421053,50.53157895,91.68684211,0.048648649,7.481081081
02-07-2018,1.318421053,26.48684211,35.03421053,57.06052632,89.38684211,0.002702703,6.554054054
03-07-2018,1.015789474,25.24736842,36.61578947,49.22105263,89.15526316,0.064864865,8.664864865
04-07-2018,0.013157895,26.50526316,34.74736842,55.74210526,84.73157895,0,11.01081081
05-07-2018,0.376315789,27.2,36.48421053,48.37368421,75.53157895,0.024324324,11.65135135
06-07-2018,5.865789474,24.62894737,35.79736842,49.45789474,93.08947368,0.021621622,12.45405405
07-07-2018,4.344736842,24.59473684,33.46052632,66.99210526,94.50789474,0.02972973,10.22702703
08-07-2018,26.26578947,24.03947368,27.26315789,83.25789474,95.56052632,0.294594595,10.51081081
09-07-2018,15.75526316,24.62105263,28.86315789,84.92631579,96.7,0.243243243,8.727027027
10-07-2018,16.69473684,24.88421053,30.95263158,77.89736842,95.32105263,0.016216216,10.03243243
11-07-2018,2.797368421,24.83421053,31.62368421,76.95263158,93.99473684,0.218918919,9.959459459
12-07-2018,28.22631579,23.76842105,29.07894737,82.36842105,95.57368421,0.624324324,13.2027027
13-07-2018,12.98421053,24.37105263,28.03684211,80.88157895,95.64736842,1.016216216,12.45405405
14-07-2018,3.436842105,24.86578947,31.07105263,77.32105263,94.58947368,0.262162162,8.956756757
15-07-2018,28.36578947,24.95526316,29.05,81.62631579,95.14473684,0.024324324,10.29459459
16-07-2018,5.486842105,25.30263158,29.70526316,81.81052632,96.46315789,0.132432432,9.194594595
17-07-2018,2.497368421,26.14736842,30.83157895,77.75526316,94.77631579,0.354054054,12.67567568
18-07-2018,6.210526316,25.60526316,34.38684211,69.51578947,95.15789474,0.072972973,13.58918919
19-07-2018,0.163157895,26.94736842,35.14736842,65.90263158,87.06052632,0.178378378,12.67567568
20-07-2018,2.807894737,25.16315789,33.65,65.52368421,92.42105263,0,11.45405405
21-07-2018,6.834210526,24.91842105,28.21578947,85.00789474,95.31052632,0.010810811,7.616216216
22-07-2018,0.505263158,26.53947368,32.4,76.26052632,95.09736842,0.237837838,9.932432432
23-07-2018,0.068421053,26.77105263,32.47894737,74.01315789,92.42894737,0.1,10.77297297
24-07-2018,0.878947368,25.47631579,35.75789474,55.3,92.93421053,0.218918919,12.34324324
25-07-2018,0.213157895,26.78421053,35.38947368,57.78421053,91.44210526,0.113513514,9.510810811
26-07-2018,0.8,25.96315789,35.62105263,54.77105263,93.21578947,0,9.943243243
27-07-2018,0.297368421,26.48684211,35.43157895,54.03947368,88.16052632,0.059459459,11.4
28-07-2018,2.065789474,26.78947368,35.69210526,55.46052632,88.83947368,0.289189189,10.00540541
29-07-2018,0.652631579,26.29736842,33.80263158,63.73157895,92.55,0.043243243,9.537837838
30-07-2018,0.039473684,26.74210526,35.41052632,54.37894737,89.16315789,0.640540541,10.91351351
31-07-2018,0.044736842,27.31315789,36.36578947,49.20789474,83.58684211,0.035135135,10.65135135
