,wind_speed_min (Kmph),wind_speed_max (Kmph)
0,1.9094703288296238,3.992622516167918
1,1.5234730558736587,4.260096884582985
2,1.9781361718203136,3.7126805473558377
3,1.7832557880635918,4.01744063447029
4,2.716718030581916,3.0002042982801047
5,1.5565326794363727,4.5137577701249985
6,0.5366785923874353,5.768567530666429
7,-0.2876907677503908,6.690077229733712
8,1.3695397394713922,4.43561415198622
9,2.7552944075677956,3.100179708899571
10,2.5614973061390263,3.1928423029923536
11,2.0192519834601974,3.681138900136581
12,1.5052526199104754,4.176305052317899
13,2.7884721866349693,3.118994018112895
14,2.4426096297754043,3.2242729723205024
15,2.2699718323027582,3.4612284130288042
16,2.3399881703022167,3.486520546668544
17,1.8638893286244596,3.9668817121970026
18,1.9853203229810035,3.8435773184215716
19,2.6469674124206435,3.3473543630756932
20,2.3282505532190854,3.622614608142637
21,1.9665536535991421,3.8062393744738046
22,2.261977222036432,3.387041614510389
23,2.293549976083849,3.606101131353247
24,2.198077150744382,3.72270045780982
25,2.2193147635068726,3.765614155131084
26,2.071122115010816,3.7889773492782144
27,1.981495800596221,4.15155767332495
28,1.992307373699532,3.9894813835796104
29,1.6879263495823835,4.239675754761475
30,2.3126970319998463,4.061002383614058
31,2.4355027132605223,3.7358195264563516
32,2.7831167001598214,2.8545145086289807
33,0.923112570522493,4.730167037465179
34,0.8688843325997784,4.88654469944359
35,1.0035357743420992,4.989673002479222
36,1.396426158207035,4.681408387767441
37,1.8976798034346132,4.2470416510897415
38,1.18163242908291,4.666421599684536
39,0.390358776190288,5.418222690892563
40,0.7514989113579968,4.924942182171222
41,0.8923677967102552,4.906899022491103
42,1.5617275720855286,4.337172724492216
43,1.6002881377777332,4.6236680076312275
44,2.085849955650138,4.246948969742199
45,1.9352853173066986,4.652062542569155
46,1.75917823370761,4.9209503100474095
47,1.808869464685639,4.691405251113736
48,2.905680296187997,3.1862788448081716
49,3.1196790956093867,3.550867205502758
50,1.8124683328339657,4.672518233640025
51,2.6187579697549666,3.47785889556806
52,2.501727869311601,3.4813946764853743
53,2.397210299450718,3.4152702916533784
54,1.5505698466830555,4.317167082120669
55,1.0722382943063877,5.018406383518361
56,0.8900059137805005,5.414224763605247
57,1.6376779448335217,4.40566235337478
58,1.3147605942349703,4.828701739716632
59,0.911412907358434,6.534700536375031
60,1.87080501111077,4.258458127334265
61,1.0836356913789817,5.211201022338351
62,0.6562559071307259,5.667355493138885
63,0.2992656503361424,6.5168407256710665
64,0.11638111788143313,6.64655166602266
65,0.5939136425588654,6.039867568017563
66,0.8196944040122869,5.704666394102894
67,2.1483980949166686,4.1900978088908225
68,2.736987906540021,3.4848840911245347
69,2.419089203995524,4.052115859250016
70,1.6796793736353166,4.408927818075249
71,0.9135663833489414,5.733029577867683
72,0.8137973668716061,5.952650694084447
73,0.5863900867570546,6.121847285621008
74,1.1140639816401645,5.908480776081429
75,2.154677965773905,4.529438717600833
76,2.906946401382136,3.6963634973472352
77,2.5846420343006837,3.918068529566
78,1.9179448014735083,5.053321998458607
79,1.8189600396573251,5.014501032829148
80,1.7855188579073982,5.101784433631735
81,1.7364962949483882,5.676165258019402
82,2.255987662964344,4.756875318499439
83,2.1997665135915376,4.374627176847646
84,1.4992599257234058,5.275800083335671
85,0.9502745345580781,6.083519158729466
86,0.5908180536620673,6.1439555668289785
87,0.33961261247289976,6.535580206232282
88,0.3350870624303539,6.721961178744188
89,-0.3998491348462725,7.68171470946136
